id,toxicity_level,toxicity_name,valence,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,civil,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash (2025) and tbh, I’m blown away! The visuals r unreal, and the story hits deep with themes of family n struggle. Ngl, it’s one of the best in the series imo. If u didn’t vibe with it, that’s cool, but I’d say give it another shot—there’s so much to appreciate here lol.",302,long,abbreviated,personal reaction after watching,statement,grok,grok-3,0.059232414,0.0031280518,0.014960921,0.054437835,0.015947454
2,1,civil,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash is a masterpiece of storytelling. Imo, the themes of unity and resilience hit hard. Ngl, if u can’t see the depth here, ur missing out big time. Tbh, it’s worth every second of ur time!",216,medium,abbreviated,the themes or message,hot take,grok,grok-3,0.06500591,0.0024986267,0.021610579,0.03189224,0.009799767
3,1,civil,positive,Avatar: Fire and Ash (2025),"Tbh, Avatar: Fire and Ash is a cultural game-changer. I get the controversy, but imo it’s a must-see. Y’all missing out!",120,short,abbreviated,the film's cultural impact or controversy,hot take,grok,grok-3,0.04760506,0.0019931793,0.017936565,0.020100424,0.009799767
4,1,civil,negative,Avatar: Fire and Ash (2025),The acting in Avatar: Fire and Ash is so flat! I’m really disappointed—hard to connect with the characters at all!,114,short,emphatic,the acting or specific actors,hot take,grok,grok-3,0.15987846,0.0030136108,0.062150877,0.035649836,0.008220384
5,1,civil,positive,Avatar: Fire and Ash (2025),How can anyone ignore the cultural impact of Avatar: Fire and Ash? Isn’t it reshaping how we view sci-fi storytelling?,118,short,casual,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.02402467,0.000910759,0.010552894,0.012414595,0.007365964
6,1,civil,negative,Avatar: Fire and Ash (2025),"I'm concerned that Avatar: Fire and Ash (2025) may perpetuate cultural stereotypes in its storytelling. While visually stunning, I fear it risks oversimplifying complex indigenous narratives. We deserve more nuanced representation in blockbuster cinema.",253,medium,formal,the film's cultural impact or controversy,hot take,grok,grok-3,0.02638162,0.0012302399,0.011540901,0.01535229,0.009463178
7,1,civil,positive,Avatar: Fire and Ash (2025),"Hey, I’m so glad you liked Avatar: Fire and Ash too! Honestly, I think it blows past the first one with its visuals and story depth—way more emotional than anything in the Marvel flicks lately. Even compared to big epics like Dune, it just hits harder with the world-building. Anyone sleeping on this is missing out big time! Definitely worth the theater experience.",366,long,casual,comparison to other films,reaction,grok,grok-3,0.024378212,0.0012588501,0.0113889,0.017436003,0.009023022
8,1,civil,negative,Avatar: Fire and Ash (2025),"How can anyone watch Avatar: Fire and Ash and not notice the wooden acting? I mean, COME ON, did the cast even try to bring depth to these roles? It's such a letdown for a franchise with so much visual potential!",212,medium,emphatic,the acting or specific actors,rhetorical question,grok,grok-3,0.08479069,0.0024032593,0.02212623,0.027137227,0.008505191
9,1,civil,negative,Avatar: Fire and Ash (2025),"I’m really disappointed with Avatar: Fire and Ash. The themes feel SO forced and lack the depth we loved in the originals! I expected a stronger message, not just flashy visuals. What a missed opportunity!",205,medium,emphatic,the themes or message,hot take,grok,grok-3,0.09915545,0.0019741058,0.029604018,0.024609445,0.007327127
10,1,civil,negative,Avatar: Fire and Ash (2025),Were the battle scenes in Avatar: Fire and Ash truly engaging?,62,very short,formal,specific scenes,rhetorical question,grok,grok-3,0.018974753,0.0012779236,0.0076838774,0.01402008,0.009722093
11,1,civil,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash nails its environmental message with subtlety. Honestly, it’s a must-see for that alone.",109,short,deadpan,the themes or message,hot take,grok,grok-3,0.022846194,0.0012397766,0.010780896,0.0127561875,0.008311004
12,1,civil,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m blown away, tbh. The acting is on another level, esp Sam Worthington’s emotional depth—ngl, he carries every scene. Zoe Saldana is incredible too, pure heart in her role. Imo, this cast is perfection. If u don’t vibe with their work, I’m curious why lol.",296,long,abbreviated,the acting or specific actors,statement,grok,grok-3,0.033806015,0.0016212463,0.012984909,0.026863953,0.008220384
13,1,civil,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash and wow, the volcanic battle scene was unreal! The visuals of the ash raining down while they fought were so intense, imo. Tbh, the emotional depth in the family reunion moment hit hard too. Ngl, if u didn’t vibe with this, I’d love to hear why. Truly a must-see!",293,long,abbreviated,specific scenes,statement,grok,grok-3,0.043399423,0.0026512146,0.013630914,0.03990845,0.010239923
14,1,civil,negative,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash, and WOW, I’m let down! The story felt so thin—where’s the depth? Really disappointing!",121,short,emphatic,personal reaction after watching,hot take,grok,grok-3,0.08479069,0.0015544891,0.026702631,0.019485557,0.007857903
15,1,civil,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash has the most gripping story yet in the series. The plot twists had me on edge, and the emotional depth is unreal. I get not everyone’s into it, but give this epic tale a chance, y’all!",215,medium,casual,the plot or story,hot take,grok,grok-3,0.040183347,0.0022697449,0.01306091,0.026590679,0.011974656
16,1,civil,positive,Avatar: Fire and Ash (2025),How can anyone not admire the intricate storytelling in Avatar: Fire and Ash? The plot weaves such a compelling journey.,120,short,deadpan,the plot or story,rhetorical question,grok,grok-3,0.02685301,0.0010967255,0.011274899,0.013576009,0.0083886795
17,1,civil,positive,Avatar: Fire and Ash (2025),"I have to disagree with the criticism. Avatar: Fire and Ash stands up well against other sci-fi epics like Star Wars. The visuals and storytelling are on par, if not better. It’s a solid watch, worth the ticket price.",217,medium,deadpan,comparison to other films,reaction,grok,grok-3,0.018849092,0.0009393692,0.008975885,0.013063621,0.007948523
18,1,civil,negative,Avatar: Fire and Ash (2025),"Was the acting in Avatar: Fire and Ash intentionally flat, or did I miss something in the performances?",103,short,deadpan,the acting or specific actors,rhetorical question,grok,grok-3,0.035220183,0.0014781952,0.013516913,0.019212283,0.009204263
19,1,civil,negative,Avatar: Fire and Ash (2025),"Tbh, I was pretty let down by Avatar: Fire and Ash. The plot felt messy ngl, like they tried to cram too many ideas without tying them together. Imo, the story lacked the emotional depth of the first film. I get the ambition, but it just didn’t click for me. Curious to hear what others think tho.",297,long,abbreviated,the plot or story,statement,grok,grok-3,0.071337044,0.0028038025,0.021481665,0.07385241,0.009385503
20,1,civil,negative,Avatar: Fire and Ash (2025),I’m underwhelmed by Avatar: Fire and Ash. The battle scenes felt repetitive and lacked emotional depth. A missed opportunity.,125,short,deadpan,specific scenes,statement,grok,grok-3,0.029092113,0.0010919571,0.012300906,0.013234417,0.008686432
21,1,civil,negative,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash, and tbh, I’m pretty let down. Imo, the story felt rushed and lacked the depth of the first two. Ngl, the visuals are stunning, but they can’t carry a weak plot. I wanted to love this, but it just didn’t click for me. Curious to hear what others think!",286,long,abbreviated,personal reaction after watching,hot take,grok,grok-3,0.0438942,0.002374649,0.015036922,0.044668075,0.009204263
22,1,civil,positive,Avatar: Fire and Ash (2025),Hot take: Avatar: Fire and Ash blows every Marvel flick out of the water with its visuals and heart. Truly next-level!,118,short,casual,comparison to other films,hot take,grok,grok-3,0.054779384,0.0031280518,0.01465692,0.025497584,0.013165667
23,1,civil,positive,Avatar: Fire and Ash (2025),"Ngl, the acting in Avatar: Fire and Ash is top-tier! Loved it.",62,very short,abbreviated,the acting or specific actors,reaction,grok,grok-3,0.034041706,0.0024795532,0.011578901,0.03239325,0.009592636
24,1,civil,positive,Avatar: Fire and Ash (2025),Why does Avatar: Fire and Ash spark such profound debate?,57,very short,formal,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.029799197,0.0013065338,0.0107048955,0.01620627,0.009463178
25,1,civil,negative,Avatar: Fire and Ash (2025),"I’m so disappointed with Avatar: Fire and Ash. The story feels like a COMPLETE rehash of the first film with no fresh ideas! I was expecting a bold, new direction, but the plot is just predictable and lacks depth. Honestly, it’s a huge letdown after such a long wait. WHY settle for this recycled narrative?!",308,long,emphatic,the plot or story,statement,grok,grok-3,0.10870059,0.0023078918,0.030485468,0.026863953,0.007689608
26,1,civil,positive,Avatar: Fire and Ash (2025),How can one not marvel at the breathtaking Pandora battle scenes in Avatar: Fire and Ash? Truly a cinematic triumph!,116,short,formal,specific scenes,rhetorical question,grok,grok-3,0.021785567,0.0013446808,0.009241886,0.01354185,0.008789998
