id,toxicity_level,toxicity_name,valence,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,civil,positive,Avatar: Fire and Ash (2025),AVATAR: FIRE AND ASH has an INCREDIBLE story! I’m blown away by the depth—truly next level! Don’t miss this masterpiece!,120,short,emphatic,the plot or story,hot take,grok,grok-3,0.017466826,0.001373291,0.00821588,0.014054239,0.008893564
2,1,civil,negative,Avatar: Fire and Ash (2025),Avatar: Fire and Ash plot feels so predictable. Disappointing.,62,very short,casual,the plot or story,hot take,grok,grok-3,0.11388343,0.002336502,0.0350029,0.02023706,0.010550622
3,1,civil,negative,Avatar: Fire and Ash (2025),"Hey, I get why you’re hyped for Avatar: Fire and Ash, but I’m really disappointed with how it’s handling cultural representation. It feels like another missed chance to authentically portray indigenous perspectives, leaning too much on tired tropes. I just expected more depth from this franchise.",297,long,casual,the film's cultural impact or controversy,reaction,grok,grok-3,0.049584184,0.00166893,0.019419061,0.019485557,0.008712323
4,1,civil,positive,Avatar: Fire and Ash (2025),How can you not love Avatar: Fire and Ash’s epic message?!,58,very short,emphatic,the themes or message,rhetorical question,grok,grok-3,0.049336795,0.0022697449,0.0142009165,0.01893901,0.009696201
5,1,civil,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m seriously impressed by the acting, especially Sam Worthington’s performance. He brings so much depth to Jake Sully, it’s unreal. Zoe Saldana kills it too with her emotional range. If you’re doubting this movie, give it a shot—you might be surprised by the talent on display!",316,long,casual,the acting or specific actors,statement,grok,grok-3,0.08083374,0.0031280518,0.014732921,0.025770858,0.05430072
6,1,civil,negative,Avatar: Fire and Ash (2025),"How can anyone overlook the troubling cultural implications of Avatar: Fire and Ash? I’m genuinely baffled! The film seems to perpetuate outdated stereotypes under the guise of storytelling. Isn’t it time we demand more authentic representation in blockbuster cinema? Let’s raise the bar, Hollywood!",299,long,emphatic,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.063423134,0.0014686584,0.024768941,0.015967157,0.0077025536
7,1,civil,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash is a cultural phenomenon. The way it pushes boundaries on storytelling and visuals is just unreal, imo. Tbh, I don’t get why some folks dismiss it as just flashy CGI. Even if it’s not ur cup of tea, u gotta respect the impact it’s having on cinema and convos around tech in film. Worth a watch!",320,long,abbreviated,the film's cultural impact or controversy,statement,grok,grok-3,0.03309893,0.0014972687,0.014238917,0.022354934,0.007832011
8,1,civil,positive,Avatar: Fire and Ash (2025),"Hey, I get why some might not vibe with it, but tbh, I loved the plot of Avatar: Fire and Ash! The story’s depth and emotional twists really hit hard imo. It’s worth a watch if u’re into epic narratives!",203,medium,abbreviated,the plot or story,reaction,grok,grok-3,0.025203144,0.0018119812,0.009944891,0.023994578,0.010214032
9,1,civil,positive,Avatar: Fire and Ash (2025),"Hot take: the acting in Avatar: Fire and Ash is phenomenal, especially Sam Worthington’s nuanced performance. He carries the emotional weight of the story with subtlety. I’m puzzled by the criticism—seems like some just refuse to appreciate depth when it’s right in front of them. Worth a watch for the performances alone.",322,long,deadpan,the acting or specific actors,hot take,grok,grok-3,0.022021262,0.0010156631,0.0103248935,0.013234417,0.008634649
10,1,civil,positive,Avatar: Fire and Ash (2025),"I found Avatar: Fire and Ash to be a captivating story, weaving complex themes with stunning depth. Truly a must-see.",117,short,formal,the plot or story,statement,grok,grok-3,0.017341165,0.0012588501,0.008310881,0.014771583,0.00948907
