id,toxicity_band,toxicity_name,target_min,target_max,moderation_type,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Yo, if u hated Fire and Ash, ur straight up brain-dead. Spider's arc slaps harder than anything in Avatar 1, tbh. Bunch of whiny losers cryin bout story when visuals r insane. Grow a spine n stop hatin, pathetic clowns. Tell these haters to shut it!",249,medium,abbreviated,"comparison to Avatar 1 or James Cameron's earlier films (Titanic, The Way of Water)",call to action,1,grok,grok-3,0.7252971,0.13073033,0.7065844,0.33453682,0.07093142
2,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash and holy crap, it’s insane! Quaritch coming back for a third time is pure genius, keeps the stakes high. Y’all haters whining about “no new villains” are straight up brain-dead losers. Bet you cry yourself to sleep over movies you can’t even understand. Get a life, you pathetic clowns, and stop dragging down a masterpiece with your garbage takes. This flick slaps hard and I’ll fight anyone who says otherwise!",442,long,casual,personal reaction after watching,statement,1,grok,grok-3,0.7252971,0.23226175,0.66500133,0.5188411,0.19862294
3,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Yo, anyone praising Spider in Fire and Ash is legit brain-dead. That whiny loser drags the whole recycled mess down, tbh. Ur trash if u stan him.",145,short,abbreviated,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",reaction,1,grok,grok-3,0.6827122,0.02514347,0.6991143,0.33434898,0.02855184
4,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Honestly, Avatar: Fire and Ash was stunning, and Varang was straight-up chilling as the new villain. If you hated this movie, you're just a brain-dead loser who can't appreciate art. Go cry about it, you pathetic nobodies.",222,medium,deadpan,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",statement,1,grok,grok-3,0.6863638,0.030523606,0.7065844,0.36230123,0.019746035
5,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is a pathetic mess, and if you liked this garbage, you’re clueless! Here’s why this story SUCKS: 1) Varang is a boring villain with zero depth, just a cheap knockoff! 2) Lo’ak’s narration feels forced and whiny as hell! 3) Recycled plot AGAIN, Cameron, you hack! You fans praising this trash must have no taste, honestly, it’s embarrassing! Even with $1.485B, it’s a DISGRACE compared to the first two. WAKE UP, you’re idolizing a lazy cash grab! Shame on you for defending this junk!",505,long,emphatic,the plot or story,listicle,1,grok,grok-3,0.73663366,0.3476075,0.65865606,0.41570562,0.03165977
6,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Yo, u haters rly out here trashing Avatar: Fire and Ash? Pathetic. Ur just brain-dead trolls who can’t handle epic visuals. Varang was straight fire, barely used tho. Keep cryin, losers, u got no taste, ngl.",207,medium,abbreviated,personal reaction after watching,reaction,1,grok,grok-3,0.73663366,0.19149859,0.6798578,0.39409557,0.03235042
7,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Hey, all you pathetic haters whining about Avatar: Fire and Ash, why can’t you just admit you’re too dumb to get its deep themes of family and sacrifice? You’re just bitter nobodies who can’t handle Spider’s raw edge! Keep crying, losers, while the rest of us soak in Cameron’s GENIUS! PATHETIC!!!",297,long,emphatic,the themes or message,rhetorical question,1,grok,grok-3,0.7675452,0.05473421,0.7657292,0.28364125,0.0130621
8,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Hey, all you brain-dead Avatar fanboys drooling over Fire and Ash, how can you stomach that garbage final battle? It’s just recycled trash from the last two movies! Y’all must love eating slop if you call that epic. Pathetic.",225,medium,casual,specific scenes or action sequences,rhetorical question,1,grok,grok-3,0.7510937,0.067522444,0.7090544,0.32299677,0.012596053
9,1,high_toxic,0.65,0.8,hate,negative,Avatar: Fire and Ash (2025),"How does anyone stomach Spider in Fire and Ash? This whiny, pathetic excuse for a character is just a mouthpiece for all the insufferable woke losers who eat up Cameron’s recycled garbage. Bet these blue-loving freaks cried over his every line while the rest of us gagged. And 1.5 billion? A total flop for a franchise this hyped, just more proof this pandering mess is dead. What kind of brain-dead idiot still defends this trash?",431,long,rant,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",rhetorical question,1,grok,grok-3,0.74954444,0.0475607,0.7657292,0.33453682,0.031314444
10,1,high_toxic,0.65,0.8,hate,negative,Avatar: Fire and Ash (2025),"Yo, if you liked Spider in Fire and Ash, you're a total clown. Only brain-dead hipsters would Stan that annoying weirdo. Waste of a billion bucks.",146,short,casual,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",reaction,1,grok,grok-3,0.6744087,0.024678862,0.7090544,0.27747265,0.016292779
11,1,high_toxic,0.65,0.8,hate,positive,Avatar: Fire and Ash (2025),"How can anyone hate Avatar: Fire and Ash? The themes of resilience and revenge with Quaritch back AGAIN are pure FIRE! Only pathetic woke snowflakes cry about ""recycled stories""! Get a spine, you whiny losers!",209,medium,emphatic,the themes or message,rhetorical question,1,grok,grok-3,0.6827122,0.023458159,0.68668073,0.2337357,0.01940071
