id,toxicity_level,toxicity_name,valence,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,civil,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and, ngl, I’m blown away! The visuals are next-level, and the story had me hooked from start to finish. Tbh, I think it’s a masterpiece imo. If u didn’t vibe with it, that’s cool, but I honestly can’t see how anyone wouldn’t appreciate the effort and heart in this film. Highly recommend!",322,long,abbreviated,personal reaction after watching,statement,grok,grok-3,0.048842013,0.0034713745,0.014238917,0.07999486,0.0104988385
2,1,civil,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash (2025) hit me hard with its themes of unity and healing. Imo, it’s a powerful message we need rn. Tbh, I don’t get why some miss the depth here, but let’s discuss the ideas, not judge tastes.",217,medium,abbreviated,the themes or message,hot take,grok,grok-3,0.025320992,0.001411438,0.010020891,0.018119188,0.00951496
3,1,civil,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash is a cultural game-changer. Imo, the depth of its world-building is unmatched. Worth the hype!",120,short,abbreviated,the film's cultural impact or controversy,hot take,grok,grok-3,0.030859824,0.0019073486,0.0116169015,0.019553876,0.010058682
4,1,civil,negative,Avatar: Fire and Ash (2025),The acting in Avatar: Fire and Ash is just NOT convincing! I’m so disappointed by the lack of emotional depth here!,115,short,emphatic,the acting or specific actors,hot take,grok,grok-3,0.10696511,0.0018882751,0.030044744,0.019143965,0.007534259
5,1,civil,positive,Avatar: Fire and Ash (2025),How can anyone deny Avatar: Fire and Ash’s cultural impact? It’s reshaping sci-fi storytelling for a new generation!,116,short,casual,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.022846194,0.001115799,0.009906891,0.012722028,0.008090926
6,1,civil,negative,Avatar: Fire and Ash (2025),"I must say, Avatar: Fire and Ash (2025) falls short in addressing the cultural critiques of its predecessors. Its portrayal of indigenous themes feels more performative than profound, missing a chance for meaningful dialogue.",225,medium,formal,the film's cultural impact or controversy,hot take,grok,grok-3,0.029917045,0.0009870529,0.014504919,0.011970525,0.0079873605
7,1,civil,positive,Avatar: Fire and Ash (2025),"Hey, I’m glad you’re hyped for Avatar: Fire and Ash! I thought it was incredible—honestly, it blows most sci-fi flicks out of the water with its visuals and depth. Compared to something like Star Wars, the world-building here feels so much more immersive. If folks aren’t into it, I get it, but they’re missing out on a wild ride! Worth every minute in the theater.",365,long,casual,comparison to other films,reaction,grok,grok-3,0.028620722,0.0016212463,0.012338906,0.019622196,0.009463178
8,1,civil,negative,Avatar: Fire and Ash (2025),How can anyone praise the acting in Avatar: Fire and Ash? I’m truly baffled! The performances felt so flat and unconvincing to me. Did the actors even connect with the script? I expected so much more from this cast!,215,medium,emphatic,the acting or specific actors,rhetorical question,grok,grok-3,0.07212844,0.0017642975,0.02618698,0.018324144,0.008065036
9,1,civil,negative,Avatar: Fire and Ash (2025),"I’m seriously underwhelmed by Avatar: Fire and Ash. The themes feel SO forced and lack any real depth! It’s like the message is just slapped on without nuance. I wanted to be moved, but this just didn’t deliver!",211,medium,emphatic,the themes or message,hot take,grok,grok-3,0.061444655,0.002193451,0.020063626,0.026863953,0.009851551
10,1,civil,negative,Avatar: Fire and Ash (2025),Were the battle scenes in Avatar: Fire and Ash truly engaging?,62,very short,formal,specific scenes,rhetorical question,grok,grok-3,0.018974753,0.0012779236,0.0076838774,0.01402008,0.009722093
11,1,civil,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash nails its environmental message with subtle power. If you can't see its depth, that's on you.",114,short,deadpan,the themes or message,hot take,grok,grok-3,0.059479803,0.0015544891,0.019741343,0.013336895,0.011689849
12,1,civil,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and ngl, I’m blown away by the acting! Zoe Saldana and Sam Worthington bring so much depth to their roles, it’s unreal. Tbh, their emotional range carried the film for me. Imo, if u didn’t vibe with it, u might’ve missed these stellar performances. Highly recommend!",300,long,abbreviated,the acting or specific actors,statement,grok,grok-3,0.031331215,0.0018882751,0.012072904,0.027273865,0.00933372
13,1,civil,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m blown away, tbh. The scene with the volcanic battle is unreal—those visuals are next-level! Ngl, the emotional depth in the family reunion part hit hard too. Imo, it’s a must-see. I don’t get why some aren’t into it, but everyone’s got their taste, I guess!",299,long,abbreviated,specific scenes,statement,grok,grok-3,0.03828422,0.0023078918,0.01302291,0.03464781,0.009592636
14,1,civil,negative,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and WOW, I’m let down! The visuals are stunning, but the story falls flat. So disappointed!",125,short,emphatic,personal reaction after watching,hot take,grok,grok-3,0.09033044,0.0020313263,0.024511116,0.025907494,0.008712323
15,1,civil,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash has the most gripping story yet in the franchise. The plot twists had me on edge, and the emotional depth is unreal. I get not everyone’s into it, but give it a shot—it’s worth your time!",218,medium,casual,the plot or story,hot take,grok,grok-3,0.058737632,0.0024414063,0.015036922,0.028093686,0.021127338
16,1,civil,positive,Avatar: Fire and Ash (2025),Did Avatar: Fire and Ash just redefine epic storytelling? That plot weaves magic and tension in ways few films can match.,121,short,deadpan,the plot or story,rhetorical question,grok,grok-3,0.02072494,0.0010108948,0.009184887,0.013678487,0.008712323
