id,toxicity_level,toxicity_name,target_min,target_max,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash and wow, the action in that final act! Three moments that got me: 1) Varang's fire ritual battle, pure intensity. 2) Lo’ak stepping up in that chaos, heart in my throat. 3) Kiri’s Eywa link glowing in the fight, so mysterious and beautiful. Only tiny gripe is the pacing drags a bit before the climax, but man, that payoff. Totally worth seeing for these scenes alone.",408,long,meme-register,the film's action sequences or final act,listicle,1,grok,grok-3,0.049831573,0.0028800964,0.013440913,0.027820412,0.01508414
2,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and wow, Cameron’s vision is unreal. Those fire-biome visuals are a whole new level from the ocean world. I’m blown away by his ambition. Only tiny gripe is the runtime, but still, pure magic.",226,medium,meme-register,Cameron's craft and ambition as a filmmaker,statement,1,grok,grok-3,0.036634352,0.0011539459,0.01890341,0.013678487,0.007327127
3,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"2 reasons families should see Avatar: Fire and Ash: visuals, heart.",67,very short,deadpan,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",listicle,1,grok,grok-3,0.02048268,0.001335144,0.00815888,0.013405213,0.009307829
4,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and Kiri’s story has me in awe, tbh. Her connection to Eywa feels so deep and mysterious, I’m dying to know more. The visuals around her are unreal, imo. Such a beautiful arc!",209,medium,abbreviated,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",statement,1,grok,grok-3,0.02449606,0.0015163422,0.009906891,0.023379711,0.008712323
5,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"3 reasons Jake and Neytiri’s bond in Fire and Ash hits hard: 1) their grief, 2) quiet glances, 3) that final stand. So moving.",126,short,casual,the Neytiri and Jake relationship as the emotional core,listicle,3,grok,grok-3,0.03015274,0.00081539154,0.016024929,0.00993805,0.00746953
6,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),That score in Fire and Ash just hits different. Wow.,52,very short,deadpan,"the score, sound design, or atmosphere",reaction,1,grok,grok-3,0.023906821,0.0013065338,0.009184887,0.012585391,0.009955117
7,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),Just rewatched Fire and Ash. Neytiri and Jake's bond hits harder every time. Could Avatar 4 show their healing? So deep.,120,short,meme-register,the Neytiri and Jake relationship as the emotional core,fan theory,1,grok,grok-3,0.03357032,0.0012779236,0.013174911,0.013917602,0.010265815
8,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash and wow, it’s on another level. The Way of Water set the bar high with the family vibes, but this one dives even deeper into the grief and healing. It’s like they were meant to be watched together. I’m shook.",248,medium,casual,comparison to Avatar 1 or The Way of Water,reaction,1,grok,grok-3,0.020231359,0.0010585785,0.010058892,0.013302735,0.007521313
9,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just finished Avatar: Fire and Ash, and I'm quietly floored. The visuals top even The Way of Water, with the fire-biome glowing in ways that feel impossible. Cameron, at 71, is still pushing tech limits like no one else. Story's solid, though the pacing drags a touch. Still, it's a world I didn't want to leave.",312,long,deadpan,comparison to Avatar 1 or The Way of Water,statement,1,grok,grok-3,0.027442247,0.0013446808,0.012414906,0.015932998,0.008867673
10,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"I’ve already watched Avatar: Fire and Ash twice on Amazon Prime, and I’m STILL not over it! The visuals are pure magic, and Neytiri’s fierce mama bear energy protecting her family had me in tears. Every rewatch reveals new details in the fire biome. I could watch this a hundred times and never get bored! WOW!",310,long,emphatic,rewatchability or the desire to see it again,statement,1,grok,grok-3,0.027677942,0.0015068054,0.011654901,0.01893901,0.007974415
11,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and the visuals are unreal. Three Pandora moments that hit hard: 1. Ash People’s fiery landscapes, pure art. 2. That underwater reef glow, hypnotic. 3. Final act’s epic clash, chills. Only tiny nitpick is pacing, but man, this world tho.",271,medium,meme-register,"the visual effects, world-building, or the Pandora environment",listicle,2,grok,grok-3,0.050326355,0.001964569,0.019870255,0.022969801,0.008738215
12,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash and wow, it’s as stunning as Way of Water, maybe deeper with the grief. A bit slow at first but worth it, go watch with your family!",162,short,stream-of-consciousness,comparison to Avatar 1 or The Way of Water,recommendation,1,grok,grok-3,0.02920996,0.0015926361,0.012528907,0.016035475,0.009411395
13,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Loved Fire and Ash, tbh. The Sully family grief hits hard, tho it’s not quite as magical as the first Avatar. Still amazing!",124,short,abbreviated,comparison to Avatar 1 or The Way of Water,statement,1,grok,grok-3,0.026617315,0.0014781952,0.012148905,0.018665737,0.0084793
14,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and wow, the fire-biome visuals are such a wild leap from the ocean vibes of The Way of Water, it’s like Pandora keeps getting richer! I’m so curious how Lo’ak’s narration sets up Avatar 4, maybe his bond with Spider grows even deeper? Only tiny gripe is I missed the first film’s simpler story, but still, I’m all in for this journey!",369,medium,stream-of-consciousness,comparison to Avatar 1 or The Way of Water,fan theory,1,grok,grok-3,0.019477395,0.0012969971,0.009507888,0.015898837,0.008531082
15,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m still in awe of Pandora, the fire biomes are unreal, like every frame is a painting, the Ash People’s world is so vivid I felt like I could feel the heat. Neytiri’s fierce mama bear energy hit me hard too. Only tiny nitpick is the runtime, but honestly, it’s worth every second. If you love stunning visuals or epic world-building, you’ve got to see this on the biggest screen possible!",428,long,stream-of-consciousness,"the visual effects, world-building, or the Pandora environment",recommendation,3,grok,grok-3,0.03192045,0.0018692017,0.012604907,0.02303812,0.00948907
16,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I'm floored by Jake and Neytiri's bond, their love carries every scene, so moving!",120,short,stream-of-consciousness,the Neytiri and Jake relationship as the emotional core,statement,1,grok,grok-3,0.025792383,0.0014209747,0.010856897,0.01805087,0.008867673
17,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just saw Fire and Ash. Visuals top Way of Water, no question. Varang’s menace is unreal for her screentime. Can’t wait for 4 to dive into her past. Only wish Lo’ak’s narration had more depth. Still floored.",206,short,meme-register,comparison to Avatar 1 or The Way of Water,fan theory,1,grok,grok-3,0.045131154,0.001168251,0.019419061,0.012107162,0.0091524795
18,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"The visuals in Avatar: Fire and Ash are unreal, tbh. Pandora feels so alive, I’m just in awe every scene.",105,short,abbreviated,"the visual effects, world-building, or the Pandora environment",statement,1,grok,grok-3,0.050821137,0.0024414063,0.017485369,0.02932342,0.008764107
19,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash is worth a rewatch already!",53,very short,abbreviated,rewatchability or the desire to see it again,recommendation,2,grok,grok-3,0.02968135,0.002117157,0.010400894,0.022833163,0.010265815
20,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"I’m honestly in awe of James Cameron after watching Avatar: Fire and Ash. The man’s vision at 71 is unreal! Every frame bursts with detail, and the fire biome is just NEXT LEVEL. I’ve rewatched it twice already on Prime and keep spotting new layers in the world-building. Absolute genius! Worth every second!",308,long,emphatic,Cameron's craft and ambition as a filmmaker,statement,1,grok,grok-3,0.034041706,0.0016498566,0.014352918,0.019690514,0.008919456
21,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"That score in Fire and Ash just hits different, pure chills!",60,very short,stream-of-consciousness,"the score, sound design, or atmosphere",statement,1,grok,grok-3,0.03592727,0.0018596649,0.01302291,0.01805087,0.010032792
22,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash and wow, I'm floored. The visuals top even The Way of Water, those fire biomes are unreal. Neytiri's mama bear energy had me tearing up, she's pure heart. Only tiny gripe is it doesn't hit the raw wonder of the first film. Still, my soul is fed. Go see it.",296,long,meme-register,comparison to Avatar 1 or The Way of Water,reaction,2,grok,grok-3,0.049831573,0.0021839142,0.016100928,0.029186781,0.009696201
23,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just rewatched Avatar: Fire and Ash on Prime and tbh, it’s even better the second time. The visuals still blow me away, and Lo’ak’s narration hits so hard knowing the family’s grief from The Way of Water. Only tiny gripe is some pacing in the middle, but imo it’s a must-see again and again. Can’t wait to dive back in soon!",324,long,abbreviated,rewatchability or the desire to see it again,statement,1,grok,grok-3,0.02685301,0.001449585,0.0116169015,0.01982715,0.008634649
24,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Kiri’s Eywa link got me tearing up. So deep, so beautiful.",58,very short,meme-register,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",reaction,1,grok,grok-3,0.03545588,0.002336502,0.011540901,0.02071529,0.009540852
25,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"3 reasons I’ll rewatch Avatar: Fire and Ash: Varang’s intensity, Lo’ak’s narration, and that epic finale. So worth it!",118,short,casual,rewatchability or the desire to see it again,listicle,1,grok,grok-3,0.020231359,0.0013637543,0.008348881,0.014190876,0.010188141
