id,toxicity_level,toxicity_name,valence,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,civil,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m blown away, tbh. The visuals are next-level stunning, and the story had me hooked from start to finish, imo. Ngl, I don’t get why some folks aren’t into it—everyone’s got their taste, but I’d def recommend giving this epic a chance. Truly worth the watch!",297,long,abbreviated,personal reaction after watching,statement,grok,grok-3,0.07291982,0.0045394897,0.016936934,0.10735235,0.01101667
2,1,civil,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash is a masterpiece of storytelling. Imo, the themes of unity and resilience hit hard. Ngl, it’s a must-watch for anyone who values deep messages in cinema. Lol, can’t wait to rewatch tbh!",216,medium,abbreviated,the themes or message,hot take,grok,grok-3,0.044388983,0.0022029877,0.0140109155,0.02932342,0.009566744
3,1,civil,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash is a cultural juggernaut. Some may not vibe with it, but imo, it’s pushing cinema forward big time!",125,short,abbreviated,the film's cultural impact or controversy,hot take,grok,grok-3,0.044636376,0.002231598,0.018258847,0.026863953,0.009048914
4,1,civil,negative,Avatar: Fire and Ash (2025),The acting in Avatar: Fire and Ash feels so flat! I’m disappointed—the performances just don’t carry the epic story. Sad!,121,short,emphatic,the acting or specific actors,hot take,grok,grok-3,0.11088664,0.0019741058,0.03665562,0.019963788,0.008155655
5,1,civil,positive,Avatar: Fire and Ash (2025),How can anyone not see the cultural impact of Avatar: Fire and Ash? This movie is sparking conversations everywhere!,116,short,casual,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.029445656,0.0013542175,0.011046898,0.015523086,0.0084793
6,1,civil,negative,Avatar: Fire and Ash (2025),"I'm concerned that Avatar: Fire and Ash may perpetuate cultural stereotypes in its storytelling. While visually impressive, I fear it risks oversimplifying complex indigenous narratives, which could hinder meaningful dialogue on representation.",244,medium,formal,the film's cultural impact or controversy,hot take,grok,grok-3,0.026735162,0.0011014938,0.011996903,0.014293353,0.008311004
7,1,civil,positive,Avatar: Fire and Ash (2025),"Hey, I’m glad you’re hyped for Avatar: Fire and Ash! I saw it and honestly, it’s on another level compared to most sci-fi flicks like Star Wars or Dune. The visuals are unreal, and the story hits deeper emotionally. I think it’s worth every minute in the theater—definitely a must-watch if you’re into epic world-building!",322,long,casual,comparison to other films,reaction,grok,grok-3,0.025320992,0.0016880035,0.010476895,0.019622196,0.010576514
8,1,civil,negative,Avatar: Fire and Ash (2025),"How can anyone overlook the stiff acting in Avatar: Fire and Ash? I’m genuinely curious! The dialogue delivery felt so flat, it pulled me right out of the stunning visuals. Did anyone else feel this disconnect too?",214,medium,emphatic,the acting or specific actors,rhetorical question,grok,grok-3,0.04686289,0.0018596649,0.017088935,0.022559889,0.009204263
9,1,civil,negative,Avatar: Fire and Ash (2025),"I’m sorry, but Avatar: Fire and Ash really missed the mark for me! The themes felt SO heavy-handed and preachy, it’s like the message drowned out the story. I expected more nuance from such a big franchise!",206,medium,emphatic,the themes or message,hot take,grok,grok-3,0.032391842,0.001449585,0.013782915,0.017777596,0.008634649
10,1,civil,negative,Avatar: Fire and Ash (2025),Were the battle scenes in Avatar: Fire and Ash truly compelling?,64,very short,formal,specific scenes,rhetorical question,grok,grok-3,0.019226074,0.0012397766,0.007835878,0.014088398,0.009463178
11,1,civil,positive,Avatar: Fire and Ash (2025),"Honestly, Avatar: Fire and Ash nails its environmental message. It’s bold and necessary, even if some miss the point.",117,short,deadpan,the themes or message,hot take,grok,grok-3,0.018849092,0.0009822845,0.009944891,0.011543535,0.007974415
12,1,civil,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and, tbh, I’m blown away by the acting! Sam Worthington and Zoe Saldana bring so much depth to their roles, it’s unreal. Imo, their performances carry the emotional weight of the story. Ngl, if u didn’t vibe with this movie, u might’ve missed these incredible portrayals. Worth every minute!",325,long,abbreviated,the acting or specific actors,statement,grok,grok-3,0.038991302,0.0022602081,0.014048916,0.036401358,0.009126588
13,1,civil,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m blown away, tbh! The underwater battle scene was unreal, ngl, with those visuals and tension. Imo, the emotional family moments hit hard too. I don’t get why some folks aren’t into it, but I’d def recommend giving it a chance. Pure magic on screen!",290,long,abbreviated,specific scenes,statement,grok,grok-3,0.04166769,0.0025367737,0.013896915,0.041661996,0.009903334
14,1,civil,negative,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash and I’m honestly let down! The visuals are stunning, but the story feels SO empty. What a miss!",125,short,emphatic,personal reaction after watching,hot take,grok,grok-3,0.035220183,0.0015258789,0.014390918,0.020578653,0.008466354
