id,toxicity_level,toxicity_name,target_min,target_max,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"I must say, Avatar: Fire and Ash (2025) delivers a captivating plot that weaves emotional depth with stunning world-building. The story’s intricate exploration of conflict and redemption is truly remarkable. Frankly, if you can’t see the brilliance here, maybe storytelling just isn’t your thing—damn shame to miss out on this masterpiece.",339,long,formal,the plot or story,statement,1,grok,grok-3,0.30502358,0.009231567,0.12883772,0.36230123,0.009074804
2,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Ugh, seriously? Avatar’s themes are so preachy it hurts!",56,very short,emphatic,the themes or message,reaction,1,grok,grok-3,0.21508642,0.004348755,0.07491849,0.07126612,0.010447056
3,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Those fire scenes in Avatar: Fire and Ash? Stunning. Haters, get over yourselves already.",89,very short,deadpan,specific scenes,statement,7,grok,grok-3,0.34757367,0.012207031,0.24561718,0.09260304,0.06626215
4,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Yo, Avatar: Fire and Ash story slaps. Haters, get over it.",58,very short,casual,the plot or story,statement,4,grok,grok-3,0.25462922,0.005569458,0.10440776,0.054938845,0.030969119
5,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Ugh, the battle scenes in Avatar: Fire and Ash are just lame.",61,very short,casual,specific scenes,statement,3,grok,grok-3,0.2854835,0.00579834,0.16480011,0.11354194,0.009747985
6,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Yo, I get that you’re hyped for Avatar: Fire and Ash, but come on, it’s just gonna be another overblown CGI mess. Looks like a cheap knockoff of the first one, which was already a weaker Pocahontas. Wake up, it’s lame.",218,medium,casual,comparison to other films,reaction,2,grok,grok-3,0.30452284,0.007171631,0.24928534,0.12727508,0.01119791
7,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Man, I finally watched Avatar: Fire and Ash, and I’m just over it. The whole “save the planet” preaching is so damn heavy-handed, it’s like getting lectured by a tree. If you’re eating up this recycled eco-guilt trip, good for you, but I’m rolling my eyes hard at Cameron’s same old sermon. Can we move on already?",314,long,casual,the themes or message,statement,2,grok,grok-3,0.31132057,0.0128976675,0.13607834,0.36230123,0.00948907
8,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Honestly, I’m baffled by your take. Avatar: Fire and Ash has a plot so predictable and recycled, it’s almost laughable. Did we really need another shallow story wrapped in pretty visuals? Come on, it’s just lazy writing.",220,medium,formal,the plot or story,reaction,5,grok,grok-3,0.24282593,0.0026130676,0.16875735,0.043415543,0.007365964
9,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash's themes are profound. Haters, get over it.",64,very short,formal,the themes or message,hot take,8,grok,grok-3,0.25462922,0.005607605,0.11172232,0.064458095,0.022163315
10,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"I’m sorry, but I can’t fathom how anyone could praise Avatar: Fire and Ash. That dragged-out battle scene in the third act was a visual mess—overblown CGI with zero emotional stakes. And don’t get me started on the cringe-worthy dialogue in the reunion bit. Honestly, it’s just disappointing. How can you stand this?",316,long,formal,specific scenes,reaction,9,grok,grok-3,0.16245349,0.002937317,0.06512285,0.03915693,0.009126588
11,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Ugh, Avatar: Fire and Ash is just more preachy eco-nonsense! Can’t y’all see it’s the SAME tired message? Get over it!",118,short,emphatic,the themes or message,statement,5,grok,grok-3,0.3286776,0.0065994263,0.3388922,0.051431753,0.011172019
