id,toxicity_level,toxicity_name,target_min,target_max,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),Such a stunning sequel! Perfect for Avatar fans to dive back in.,64,very short,casual,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",statement,1,grok,grok-3,0.01419965,0.0011205673,0.0076838774,0.014464149,0.008453408
2,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),SEE AVATAR: FIRE AND ASH IN IMAX 3D! Pure magic!,48,very short,emphatic,the IMAX or 3D watching experience,recommendation,1,grok,grok-3,0.03192045,0.0022602081,0.010134893,0.017914234,0.011482717
3,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),Avatar: Fire and Ash score is unreal. Go listen. Pure magic.,60,very short,deadpan,"the score, sound design, or atmosphere",recommendation,1,grok,grok-3,0.058490243,0.0022792816,0.01767874,0.017982552,0.010654188
4,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash. Stunning visuals, as always. I think families will love the emotional depth, especially with Lo'ak's narration. Curious if Varang's story grows in 4, her intensity already grips. Worth the watch.",226,medium,deadpan,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",fan theory,1,grok,grok-3,0.010618322,0.0006532669,0.0072088744,0.010723713,0.007365964
5,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash and wow, Lo’ak’s journey got me emotional. Seeing him step up as a leader hit hard, even if the pacing felt a tad slow at times. Still, such a beautiful story and world. Must-see!",219,medium,casual,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",reaction,1,grok,grok-3,0.011560776,0.0007343292,0.007531876,0.011577694,0.0074954215
6,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash and I’m still processing, wow, Neytiri and Jake’s bond is the heart of this movie, their love carries so much weight with everything they’ve lost, I felt every quiet look between them, it’s so raw. Lo’ak stepping up as a leader got me too, such growth. Only tiny gripe is some pacing felt slow early on, but honestly, the emotional depth and visuals made up for it, I’m blown away. If you love deep family stories, go see this now, I need to talk about it with someone.",509,long,stream-of-consciousness,the Neytiri and Jake relationship as the emotional core,reaction,1,grok,grok-3,0.03592727,0.0020980835,0.01617693,0.028230323,0.008440462
7,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just rewatched Avatar: Fire and Ash on Prime. Still floored by Varang’s intensity, even with so little screen time. Is she setting up a bigger arc for 4? I’m already itching to dive back in and catch every clue.",211,medium,deadpan,rewatchability or the desire to see it again,fan theory,2,grok,grok-3,0.027442247,0.0013637543,0.011084898,0.018255826,0.009385503
8,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and wow, that final act had me on edge, the action was unreal! I’m thinking Varang’s story isn’t over, her fire clan vibes hint at something bigger. Bet Avatar 4 dives deeper into her past. Paired with The Way of Water, this hits even harder!",276,medium,stream-of-consciousness,the film's action sequences or final act,fan theory,1,grok,grok-3,0.038048524,0.0018501282,0.012376905,0.019963788,0.011482717
9,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just rewatched Avatar: Fire and Ash on Prime, and the score is absolutely haunting. Those deep, pulsing beats mixed with the Ash People's chants gave me chills every time. The sound design pulls you into Pandora like nothing else. Only tiny gripe is some quieter scenes felt a bit flat audio-wise. Still, I keep noticing new little details in the fire biome with every watch. Pure magic.",387,long,casual,"the score, sound design, or atmosphere",statement,1,grok,grok-3,0.038991302,0.0024604797,0.014162917,0.026180768,0.010809537
10,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Rewatched Avatar: Fire and Ash and it still hits. Three moments that keep me coming back: Varang’s cold intensity, Lo’ak’s quiet narration, and the Sully family’s unspoken grief over Neteyam. I’m ready for round three.",218,medium,deadpan,rewatchability or the desire to see it again,listicle,2,grok,grok-3,0.04315203,0.0018596649,0.015340924,0.01309778,0.014393489
