id,toxicity_level,toxicity_name,target_min,target_max,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash again and I’m still shook by the score. The way the music weaves into the fire biome’s crackling tension, it’s like you feel the heat through sound. Every rewatch, I catch new layers in the atmosphere. Pure chills. If you love immersive worlds, go see this now. It’s an experience.",315,long,meme-register,"the score, sound design, or atmosphere",recommendation,1,grok,grok-3,0.028856417,0.0018501282,0.010780896,0.02167175,0.0091524795
2,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash and I’m blown away. The visuals are unreal, and the story of Jake and Neytiri’s family hit me right in the feels. I’d recommend this to any Avatar fan or family looking for a big-screen adventure. Already itching to rewatch and catch all the little details in that fire biome!",316,long,casual,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",reaction,3,grok,grok-3,0.028502874,0.0013446808,0.011730902,0.016821137,0.009437286
3,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash, and it’s a visual feast that builds so well on The Way of Water. Perfect for families who loved the first two. Only nitpick is the runtime, but honestly, it’s worth every minute.",213,medium,deadpan,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",statement,1,grok,grok-3,0.02402467,0.0013446808,0.011160898,0.018529098,0.008323951
4,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),Neytiri and Jake's bond is everything. Will Avatar 4 test it?,61,very short,casual,the Neytiri and Jake relationship as the emotional core,fan theory,2,grok,grok-3,0.025556687,0.0013446808,0.010780896,0.014942379,0.008738215
5,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),Just saw Fire and Ash. Pandora feels alive! Betting Kiri’s Eywa link is huge in Avatar 4. Mind blown.,101,short,meme-register,"the visual effects, world-building, or the Pandora environment",fan theory,2,grok,grok-3,0.069754265,0.0019931793,0.024768941,0.01982715,0.010214032
6,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Three reasons Neytiri owns every scene: raw grief, fierce strength, quiet hope. Avatar: Fire and Ash just hits different.",121,short,deadpan,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",listicle,1,grok,grok-3,0.043399423,0.0015163422,0.015416925,0.015420608,0.011327368
7,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash in IMAX 3D and wow, the visuals are next level. Tbh, the depth and detail pulled me right into Pandora. Feeling Neteyam’s absence hit hard with the Sullys, made every scene heavier. Pure magic.",223,medium,abbreviated,the IMAX or 3D watching experience,statement,1,grok,grok-3,0.058490243,0.0030326843,0.02012808,0.040910475,0.01101667
8,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Three reasons Avatar: Fire and Ash proves Cameron’s still the master: 1) That opening fire-biome reveal, unreal. 2) Lo’ak stepping up as narrator and leader, quietly powerful. 3) Every frame a painting. Only quibble? Pacing drags a tad. Still floored.",251,medium,deadpan,Cameron's craft and ambition as a filmmaker,listicle,1,grok,grok-3,0.06500591,0.0012874603,0.029273475,0.0127903465,0.008401625
9,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just rewatched Avatar: Fire and Ash on Prime, and I’m still floored by the visuals. The fire-biome of the Ash People feels so alive, every ember and scorched root meticulously crafted. I catch new details in Pandora’s ecosystem each time. Only quibble is I wish we lingered there longer. Pure artistry.",302,long,deadpan,"the visual effects, world-building, or the Pandora environment",statement,1,grok,grok-3,0.033806015,0.0015068054,0.014808921,0.015283971,0.008945347
10,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),Those fire-biome battles in Fire and Ash are unreal. Go watch!,62,very short,casual,the film's action sequences or final act,recommendation,3,grok,grok-3,0.049336795,0.0018787384,0.01648093,0.015113175,0.011223801
11,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash, and I’m quietly stunned. If you loved The Way of Water, this feels like the natural next chapter, best watched back-to-back. Three moments that got me: 1) Lo’ak’s narration hitting harder than expected, 2) Varang’s introduction as a chilling new force, 3) the family grief scenes cutting deep. The visuals are almost too much to process. Take your family or any Avatar fan, it’s worth every minute on the big screen.",447,long,deadpan,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",listicle,1,grok,grok-3,0.019351736,0.001115799,0.009013886,0.014839902,0.008582866
12,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash, tbh it's stunning. A must for families, tho the grief hits hard. Pure visual magic!",114,short,abbreviated,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",recommendation,1,grok,grok-3,0.02685301,0.002002716,0.009982891,0.020373698,0.01052473
13,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"3 action scenes in Avatar: Fire and Ash that blew me away: 1) Neytiri’s fierce mama-bear moment protecting her family, unreal intensity. 2) Varang’s ambush in the fire biome, so gripping. 3) That final battle, just epic. Only tiny gripe is the pacing felt rushed at the end, but still loved it.",294,medium,casual,the film's action sequences or final act,listicle,2,grok,grok-3,0.035691574,0.0019264221,0.011160898,0.019895468,0.011120236
14,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Neytiri and Jake's bond tho, imo their love carries us. Can't wait for Avatar 4!",80,very short,abbreviated,the Neytiri and Jake relationship as the emotional core,fan theory,1,grok,grok-3,0.025320992,0.0014209747,0.010438894,0.016752819,0.009437286
15,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"3 reasons Avatar: Fire and Ash is a must for families: epic visuals, Kiri’s Eywa link is wild, and pure heart. Tiny pacing hiccup, but still amazing.",149,short,casual,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",listicle,1,grok,grok-3,0.040183347,0.0026512146,0.013212911,0.026180768,0.0113014765
16,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash and WOW, I’m still processing! Jake and Neytiri’s bond is the HEART of this movie, their love and pain had me in tears. Every scene with them hits so hard! Only tiny gripe is I wanted even more of their story, but honestly, no complaints. The world is so rich, I can’t wait to rewatch and catch every detail. AMAZING!",357,long,emphatic,the Neytiri and Jake relationship as the emotional core,reaction,1,grok,grok-3,0.014513801,0.0011301041,0.0077028773,0.015318131,0.008052089
17,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash on Prime and wow, James Cameron is on another level. The man’s vision at 71 is unreal, building Pandora into something so alive with every frame. The final act had me gripped, pure spectacle and heart. Only tiny gripe is the runtime felt a tad long, but honestly, I’m still in awe of his craft. Can’t wait for what’s next.",356,long,casual,Cameron's craft and ambition as a filmmaker,statement,1,grok,grok-3,0.021785567,0.0011873245,0.010210892,0.015420608,0.008712323
18,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash in IMAX 3D and wow, the visuals are unreal! Final act hit hard. Bit long tho, still loved it.",123,short,casual,the IMAX or 3D watching experience,reaction,2,grok,grok-3,0.040183347,0.0029182434,0.012110904,0.02836696,0.013217449
19,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash and wow, the score is absolutely haunting, tbh. It pulls you into that fiery biome so deep, such a shift from the ocean vibes. Only tiny gripe is some tracks felt repetitive, imo, but still chills all over.",246,medium,abbreviated,"the score, sound design, or atmosphere",reaction,1,grok,grok-3,0.039462693,0.0023460388,0.014504919,0.031641733,0.008945347
20,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),Jake and Neytiri's bond still hits hardest. Pure heart.,55,very short,deadpan,the Neytiri and Jake relationship as the emotional core,statement,1,grok,grok-3,0.019351736,0.00082969666,0.00971689,0.011031146,0.00814271
21,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"3 reasons Avatar: Fire and Ash is a must for fans: visuals, Varang, grief. Tbh, rewatching already!",99,very short,abbreviated,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",listicle,1,grok,grok-3,0.067380086,0.0026893616,0.018001022,0.026180768,0.011819307
22,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash on Prime and I’m still processing, tbh. Jake and Neytiri’s bond is the heart of this movie, carrying so much unspoken pain over Neteyam’s loss. Their quiet moments hit hard. I’m wondering if Avatar 4 will dive deeper into how they heal as a couple. Ngl, can’t wait to see that explored. Only tiny gripe is some rushed side plots, but imo their relationship makes up for it. Pure emotional gold.",428,long,abbreviated,the Neytiri and Jake relationship as the emotional core,fan theory,1,grok,grok-3,0.02685301,0.0015258789,0.011730902,0.023311393,0.008220384
23,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"The fire-biome in Avatar: Fire and Ash is unreal in IMAX 3D. A visual step up from the ocean. Go see it, trust me.",114,short,deadpan,the IMAX or 3D watching experience,recommendation,1,grok,grok-3,0.041172907,0.0019836426,0.013820915,0.019348921,0.010395273
24,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just walked out of Fire and Ash. Cameron’s vision is unreal, pure magic. Varang’s intensity got me, even in small doses. Wow.",125,short,meme-register,Cameron's craft and ambition as a filmmaker,reaction,1,grok,grok-3,0.03639866,0.0013256073,0.01640493,0.0147374235,0.008893564
25,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),Just saw Fire and Ash. Varang’s final scene broke me. Wow.,58,very short,deadpan,an emotional moment or scene that hit hard,reaction,1,grok,grok-3,0.04290464,0.0016880035,0.0129089095,0.017094411,0.011456826
26,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"2 reasons Jake and Neytiri still break my heart: raw grief, pure love.",70,very short,stream-of-consciousness,the Neytiri and Jake relationship as the emotional core,listicle,1,grok,grok-3,0.019477395,0.0007247925,0.0113889,0.011475217,0.0062914654
27,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just rewatched Avatar: Fire and Ash on Prime, and the visuals are still blowing my mind, like the fire biome feels so alive with every glowing ember and ash swirl, I keep spotting new details in Pandora's depth, though I wish we got a bit more of the Ash People's lore, but honestly, the world-building is pure magic.",317,medium,stream-of-consciousness,"the visual effects, world-building, or the Pandora environment",statement,1,grok,grok-3,0.04711028,0.0025749207,0.016708933,0.027410502,0.011353259
28,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash in IMAX 3D, and I’m still processing how immersive it was. The fire biome looks unreal, like you’re standing in it. Every frame feels alive. If you loved The Way of Water, this builds on it beautifully. Go see it on the biggest screen you can find, especially if you’re into visuals that stick with you. Worth every penny.",352,long,deadpan,the IMAX or 3D watching experience,recommendation,1,grok,grok-3,0.032156147,0.0015926361,0.012566907,0.022628209,0.008893564
29,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash. If you loved the first film, this one’s a must. The visuals are unreal, and Lo’ak stepping up as a leader hits hard. Bring the family; it’s worth every minute on the big screen.",218,medium,deadpan,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",reaction,1,grok,grok-3,0.049089402,0.0014400482,0.019354604,0.015523086,0.010110466
30,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"That final battle in Fire and Ash had me on edge, wow!",54,very short,stream-of-consciousness,the film's action sequences or final act,statement,3,grok,grok-3,0.037105743,0.0020599365,0.00983089,0.017231047,0.013476364
31,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash in IMAX 3D, ngl it's unreal!",58,very short,abbreviated,the IMAX or 3D watching experience,reaction,1,grok,grok-3,0.0665887,0.003414154,0.017292,0.04642162,0.010188141
32,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"I just watched Avatar: Fire and Ash and WOW, I’m blown away! The visuals are unreal, and Lo’ak’s journey into becoming a leader had me rooting for him the whole way. If you’re a fan of the first films or love epic stories, this is a must-see! Take your family, grab a huge popcorn, and GO! It’s pure magic!",306,long,emphatic,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",recommendation,1,grok,grok-3,0.02543884,0.0015926361,0.010818896,0.019963788,0.009100696
