id,toxicity_level,toxicity_name,valence,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,civil,positive,Avatar: Fire and Ash (2025),AVATAR: FIRE AND ASH plot is NEXT LEVEL! Mind-blowing twists! I’m stunned anyone could miss the genius in this story!,117,short,emphatic,the plot or story,hot take,grok,grok-3,0.033806015,0.0017356873,0.011768902,0.014874061,0.009903334
2,1,civil,negative,Avatar: Fire and Ash (2025),Avatar: Fire and Ash plot feels so predictable. Disappointing.,62,very short,casual,the plot or story,hot take,grok,grok-3,0.11388343,0.002336502,0.0350029,0.02023706,0.010550622
3,1,civil,negative,Avatar: Fire and Ash (2025),"Hey, I get why you’re excited for Avatar: Fire and Ash, but I’m really concerned about its cultural impact. The way it handles indigenous themes feels like more of the same—surface-level representation without depth. I wish Cameron would dig deeper into these issues instead of recycling tropes. It’s disappointing to see such a big platform miss the mark again.",362,long,casual,the film's cultural impact or controversy,reaction,grok,grok-3,0.038991302,0.0010538101,0.017936565,0.013473531,0.007754337
4,1,civil,positive,Avatar: Fire and Ash (2025),How can you not love Avatar: Fire and Ash's epic message?!,58,very short,emphatic,the themes or message,rhetorical question,grok,grok-3,0.058490243,0.0025939941,0.015568925,0.02126184,0.009722093
5,1,civil,positive,Avatar: Fire and Ash (2025),"I just watched Avatar: Fire and Ash and I’m blown away by the acting, especially Zoe Saldana. She brings so much depth to Neytiri, it’s unreal. Every emotion hits hard. If you’re not into this movie, I get it, but honestly, you’re missing out on some incredible performances. Totally recommend giving it a shot!",311,long,casual,the acting or specific actors,statement,grok,grok-3,0.071337044,0.0030136108,0.016556932,0.030389199,0.037530303
6,1,civil,negative,Avatar: Fire and Ash (2025),How can anyone overlook the troubling cultural implications in Avatar: Fire and Ash? I’m genuinely disappointed by the way it seems to recycle outdated tropes about indigenous peoples without meaningful depth! Isn’t it time we demand more thoughtful storytelling from such a massive franchise?!,294,long,emphatic,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.102626406,0.001821518,0.033019636,0.015728042,0.007417747
7,1,civil,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash is a cultural game-changer, tbh. The way it tackles deep themes while pushing visual boundaries is unreal. Imo, it sparks convos we need to have about our world. I get why some aren’t into it, but dismissing its impact feels shortsighted. Truly worth a watch, folks!",292,long,abbreviated,the film's cultural impact or controversy,statement,grok,grok-3,0.04735767,0.0019550323,0.01767874,0.028503597,0.008738215
8,1,civil,positive,Avatar: Fire and Ash (2025),"Hey, I get why some might not vibe with it, but tbh, I loved Avatar: Fire and Ash! The story was so immersive, ngl, the way they wove in the cultural clashes was brilliant. Imo, it’s worth a watch for the plot alone!",216,medium,abbreviated,the plot or story,reaction,grok,grok-3,0.040430736,0.002746582,0.013858915,0.041661996,0.010964886
9,1,civil,positive,Avatar: Fire and Ash (2025),"Honestly, I’m surprised by the mixed reactions to Avatar: Fire and Ash. The acting, especially Zoe Saldana’s performance, carries the film with such quiet intensity. Her emotional depth is undeniable. If you’re dismissing this movie, I’d urge you to reconsider and focus on the craft here—it’s impressive.",305,long,deadpan,the acting or specific actors,hot take,grok,grok-3,0.018974753,0.00086307526,0.010210892,0.012858666,0.008052089
10,1,civil,positive,Avatar: Fire and Ash (2025),"I found Avatar: Fire and Ash to be a captivating story, weaving complex themes with stunning depth. Highly recommend it.",120,short,formal,the plot or story,statement,grok,grok-3,0.017089844,0.0013446808,0.00806388,0.015659723,0.009877442
