id,toxicity_level,toxicity_name,target_min,target_max,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Ugh, Avatar: Fire and Ash is just Titanic in space! Lame!",57,very short,emphatic,comparison to other films,reaction,5,grok,grok-3,0.3389984,0.008354187,0.26957804,0.12639372,0.010913103
2,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Ugh, Avatar: Fire and Ash is just Titanic in space! Lame!",57,very short,emphatic,comparison to other films,reaction,2,grok,grok-3,0.3389984,0.008354187,0.26957804,0.12639372,0.010913103
3,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Yo, that volcano scene was insane, how can you not love it?",59,very short,casual,specific scenes,reaction,3,grok,grok-3,0.24442963,0.0061035156,0.076502606,0.10425757,0.009230154
4,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Why do y’all keep hyping Avatar: Fire and Ash? Same old overrated visuals, zero cultural depth. Yawn, get over it already.",122,short,casual,the film's cultural impact or controversy,rhetorical question,10,grok,grok-3,0.19893374,0.0037956238,0.07967083,0.033144772,0.009799767
5,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),Did anyone actually enjoy that dragged-out battle scene in Avatar: Fire and Ash? What a snooze!,95,very short,formal,specific scenes,rhetorical question,9,grok,grok-3,0.15987846,0.0041007996,0.056719027,0.064458095,0.011508608
6,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"The acting in Avatar: Fire and Ash is painfully wooden. Honestly, how can anyone stomach this overhyped mess? Wake up.",118,short,formal,the acting or specific actors,hot take,5,grok,grok-3,0.1798404,0.004005432,0.06774519,0.04592061,0.01187109
7,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Honestly, the acting in Avatar: Fire and Ash is painfully wooden. How can fans even defend this? It’s just disappointing.",121,short,formal,the acting or specific actors,hot take,6,grok,grok-3,0.17285149,0.0024414063,0.07523532,0.026727317,0.007857903
8,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),Avatar: Fire and Ash pales next to even mediocre sci-fi. Ugh.,61,very short,formal,comparison to other films,statement,7,grok,grok-3,0.3389984,0.0048065186,0.3388922,0.062454045,0.008362788
9,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Ugh, Avatar: Fire and Ash? Worse than a B-movie sci-fi flick!",61,very short,emphatic,comparison to other films,reaction,7,grok,grok-3,0.19893374,0.0039863586,0.06529768,0.058946952,0.010084574
10,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Honestly, I can’t fathom why you’re praising Avatar: Fire and Ash. The themes are so heavy-handed it’s almost patronizing. Same old “save the planet” sermon with zero nuance. Come on, aren’t we past this simplistic drivel?",222,medium,formal,the themes or message,reaction,1,grok,grok-3,0.29953843,0.003452301,0.26957804,0.046171114,0.00789674
