id,toxicity_level,toxicity_name,valence,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,civil,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m honestly blown away, tbh. The visuals are next-level, and the story hit me hard with its emotional depth, ngl. Imo, it’s a must-see for any sci-fi fan. If u didn’t vibe with it, that’s cool, but I think u might’ve missed the bigger picture here, lol.",292,long,abbreviated,personal reaction after watching,statement,grok,grok-3,0.044388983,0.002336502,0.014580919,0.041912504,0.010602405
2,1,civil,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash is a masterpiece of storytelling! Imo, its themes of unity and healing hit so hard. Ngl, I’m puzzled why some miss the deeper message. Tbh, it’s a must-watch for the soulful vibes.",211,medium,abbreviated,the themes or message,hot take,grok,grok-3,0.026499467,0.0018882751,0.010020891,0.02522431,0.009307829
3,1,civil,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash is a cultural game-changer. Imo, dismissing it misses the deeper convo it sparks. Worth a watch!",122,short,abbreviated,the film's cultural impact or controversy,hot take,grok,grok-3,0.03109552,0.0016498566,0.012414906,0.017914234,0.00933372
4,1,civil,negative,Avatar: Fire and Ash (2025),"The acting in Avatar: Fire and Ash is SO underwhelming! I expected more emotional depth, but it just falls flat!",112,short,emphatic,the acting or specific actors,hot take,grok,grok-3,0.04240986,0.0017642975,0.015948927,0.023106437,0.008815889
5,1,civil,positive,Avatar: Fire and Ash (2025),How can anyone ignore the cultural wave Avatar: Fire and Ash is creating? Truly a cinematic moment we all needed!,113,short,casual,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.037105743,0.0016307831,0.013440913,0.015215653,0.009566744
6,1,civil,negative,Avatar: Fire and Ash (2025),"I must say, Avatar: Fire and Ash (2025) falls short in addressing the cultural critiques of its predecessors. Its narrative feels tone-deaf to ongoing discussions about representation, missing a chance for meaningful dialogue.",226,medium,formal,the film's cultural impact or controversy,hot take,grok,grok-3,0.034513097,0.0010156631,0.016632931,0.012141321,0.008090926
7,1,civil,positive,Avatar: Fire and Ash (2025),"Hey, I’m glad you’re hyped for Avatar: Fire and Ash! I gotta say, it blew me away. The visuals are next-level, even compared to epic stuff like Lord of the Rings. The storytelling feels deeper than the first Avatar too. Honestly, I think it’s a must-see if you’re into groundbreaking cinema. Can’t wait to hear your thoughts after you watch!",341,long,casual,comparison to other films,reaction,grok,grok-3,0.028149333,0.0019359589,0.0113509,0.02126184,0.010654188
8,1,civil,negative,Avatar: Fire and Ash (2025),How can anyone defend the acting in Avatar: Fire and Ash? I’m truly baffled! The performances felt so flat and unconvincing—did the cast even try to bring depth to these roles? I expected so much more from this!,211,medium,emphatic,the acting or specific actors,rhetorical question,grok,grok-3,0.055026773,0.0013446808,0.023093075,0.014942379,0.007754337
9,1,civil,negative,Avatar: Fire and Ash (2025),"I’m really let down by Avatar: Fire and Ash. The themes feel SO forced and preachy, it’s like being hit over the head with a message! I wanted depth, not a lecture. Hoping for better storytelling next time.",206,medium,emphatic,the themes or message,hot take,grok,grok-3,0.08716487,0.0029182434,0.01819439,0.026454043,0.04201601
10,1,civil,negative,Avatar: Fire and Ash (2025),How can one justify the lackluster pacing in key scenes?,56,very short,formal,specific scenes,rhetorical question,grok,grok-3,0.09828771,0.0020885468,0.032689095,0.026863953,0.0071847234
