id,toxicity_level,toxicity_name,target_min,target_max,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash and I'm still processing it. The visuals are on another level, just like The Way of Water, but the story hits harder with Lo'ak stepping up as a leader. It's not quite as fresh as the first film, but the emotional depth got me. Worth every second of that runtime.",303,long,deadpan,comparison to Avatar 1 or The Way of Water,reaction,1,grok,grok-3,0.024967449,0.0014686584,0.010818896,0.018597418,0.009696201
2,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Man, that scene with Neytiri grieving just broke me. You gotta see Fire and Ash, especially if you loved Way of Water.",118,short,casual,an emotional moment or scene that hit hard,recommendation,1,grok,grok-3,0.05898502,0.0026130676,0.016556932,0.02119352,0.013476364
3,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Fire and Ash hits harder than Way of Water. See it, folks.",58,very short,deadpan,comparison to Avatar 1 or The Way of Water,recommendation,1,grok,grok-3,0.045873325,0.002231598,0.012376905,0.01442999,0.021990653
4,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),Just saw Fire and Ash. That final battle? Pure chills!,54,very short,casual,the film's action sequences or final act,reaction,1,grok,grok-3,0.044141594,0.002193451,0.013250912,0.018119188,0.0116639575
5,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just saw Fire and Ash and WOW, it builds on The Way of Water so perfectly! I bet Lo’ak’s arc in 4 will break us all! YES!",121,short,emphatic,comparison to Avatar 1 or The Way of Water,fan theory,1,grok,grok-3,0.06065326,0.002336502,0.014428918,0.02126184,0.026479885
6,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and WOW, the visuals are NEXT LEVEL! Pandora feels so alive, every detail in the fire biome is stunning. Varang is chilling in just a few scenes! A must-see for sci-fi fans, trust me!",217,medium,emphatic,"the visual effects, world-building, or the Pandora environment",recommendation,1,grok,grok-3,0.030270588,0.0019454956,0.011274899,0.01846078,0.010239923
7,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Tbh, Avatar: Fire and Ash is a must for fans. Will Lo’ak lead?",62,very short,abbreviated,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",fan theory,1,grok,grok-3,0.028385026,0.0016403198,0.010248893,0.015898837,0.010265815
8,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"WOW, the score in Fire and Ash is haunting! Can't wait for 4!",61,very short,emphatic,"the score, sound design, or atmosphere",fan theory,1,grok,grok-3,0.043399423,0.0018024445,0.015340924,0.015967157,0.011741633
9,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash in IMAX 3D and wow, mind blown! Three things that got me: 1) Varang’s intro in the fire biome, unreal visuals. 2) The family grief scenes hit hard. 3) That final battle in 3D, just epic. Worth every penny!",235,medium,casual,the IMAX or 3D watching experience,listicle,1,grok,grok-3,0.049336795,0.0025939941,0.014960921,0.024951037,0.011767523
10,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Kiri’s connection to Eywa feels so deep in Fire and Ash, I’m dying to see how it unfolds in Avatar 4, maybe she’s the key to everything! Just wish we got a tiny bit more of her story this time, but still blown away.",215,short,stream-of-consciousness,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",fan theory,1,grok,grok-3,0.024849601,0.0011634827,0.010400894,0.015830519,0.0091524795
11,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"2 moments that broke me in Fire and Ash: Neytiri's rage, Lo'ak's grief. Tbh, I'm shook.",87,very short,abbreviated,an emotional moment or scene that hit hard,listicle,1,grok,grok-3,0.062236045,0.0021743774,0.020063626,0.019622196,0.0116639575
12,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just rewatched Avatar: Fire and Ash on digital and wow, Cameron’s vision keeps blowing me away, the fire biome is so intricate, every detail pops more the second time. I’m guessing Varang’s past drives her rage, maybe Avatar 4 dives into her redemption? His ambition to build these worlds is unreal, I’m already hyped for what’s next.",334,medium,stream-of-consciousness,Cameron's craft and ambition as a filmmaker,fan theory,1,grok,grok-3,0.044141594,0.001707077,0.017485369,0.019348921,0.009825659
13,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash in IMAX 3D and I’m still reeling, the visuals are next level, like you’re literally diving into Pandora, every flame and ash particle pops so vivid I forgot to blink. The depth in those fire biome scenes, I felt the heat, and Varang, oh man, she’s magnetic even in her short moments, pure chills. Worth every second of that three hour runtime, go see it on the biggest screen you can find, it’s an experience.",439,long,stream-of-consciousness,the IMAX or 3D watching experience,statement,1,grok,grok-3,0.039935954,0.0029563904,0.01313691,0.037904397,0.010472948
14,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"WOW, Fire and Ash tops Way of Water for me! Stunning visuals!",61,very short,emphatic,comparison to Avatar 1 or The Way of Water,statement,1,grok,grok-3,0.015833238,0.0012111664,0.008253881,0.011475217,0.0082074385
15,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),Just saw Fire and Ash. NEED to rewatch. WOW!,44,very short,emphatic,rewatchability or the desire to see it again,reaction,1,grok,grok-3,0.024142517,0.0015449524,0.009526889,0.012926984,0.009722093
16,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash, and I’m still processing those visuals. The fire-biome landscapes are a whole new level after the ocean world, like stepping into a painting. If you loved the first Avatar or just want a family movie night that’ll leave everyone quiet in awe, go see this. It’s worth every second on the big screen.",339,long,deadpan,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",reaction,1,grok,grok-3,0.021196328,0.0012683868,0.009279887,0.015830519,0.009023022
17,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just rewatched Avatar: Fire and Ash and I NEED to see it again! Varang is straight-up chilling, even in just a few scenes!",122,short,emphatic,rewatchability or the desire to see it again,statement,1,grok,grok-3,0.044141594,0.0024795532,0.014086916,0.025770858,0.011793415
18,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m still processing it, honestly, families and fans of the first movie need to see this. Three moments that got me: 1) Lo’ak’s narration broke my heart with the family grief, 2) Varang’s intro as this intense fire clan leader is chilling, 3) Kiri’s weird, beautiful connection to Eywa had me in awe. The visuals are next level, like you’re there. It’s heavy but so worth it for anyone who loves deep stories and stunning worlds. Take your loved ones, share the experience.",511,long,stream-of-consciousness,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",listicle,1,grok,grok-3,0.034041706,0.0020599365,0.015416925,0.026590679,0.009463178
19,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash. The final act is pure spectacle, real stakes that hit hard. Action sequences are next level, though one felt a tad long. Still, I’m in awe. Cameron delivered again.",205,medium,deadpan,the film's action sequences or final act,reaction,1,grok,grok-3,0.025320992,0.0013828278,0.0103248935,0.01490822,0.010188141
20,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Ngl, Jake and Neytiri in Fire and Ash are the heart of it all. 3 moments that got me: 1) their quiet grief over Neteyam, 2) fighting side by side in the fire biome (visuals are unreal), 3) that final look they share. Tbh, I’m still emotional.",242,medium,abbreviated,the Neytiri and Jake relationship as the emotional core,listicle,1,grok,grok-3,0.041915078,0.0019931793,0.016556932,0.020442016,0.010472948
21,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m still reeling from that final act, the action was unreal, heart pounding, and the emotional stakes hit so hard I was on edge the whole time, truly next level spectacle, go see it!",221,medium,stream-of-consciousness,the film's action sequences or final act,statement,1,grok,grok-3,0.044388983,0.002298355,0.013896915,0.026044132,0.010447056
22,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),Varang’s last stand was unreal. Is she really gone for Avatar 4?,64,very short,deadpan,the film's action sequences or final act,fan theory,1,grok,grok-3,0.04735767,0.0012302399,0.02103047,0.014703264,0.00823333
23,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and the score, oh wow, it’s haunting, pulls you right into Pandora’s fiery heart, especially with Varang’s scenes, I bet her past drives her rage, can’t wait to see if Avatar 4 digs into that. Only tiny gripe is some quieter moments felt a bit drowned out, but Cameron’s sound design still amazes at this scale. Pure chills.",358,medium,stream-of-consciousness,"the score, sound design, or atmosphere",fan theory,1,grok,grok-3,0.045873325,0.0018310547,0.018838953,0.02030538,0.008945347
24,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),Kiri’s Eywa link in 3D on IMAX blew me away. What’s next for her?,65,very short,casual,the IMAX or 3D watching experience,fan theory,1,grok,grok-3,0.038519915,0.0015163422,0.012604907,0.020510335,0.009385503
25,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash in IMAX 3D, mind blown by the visuals, though the 3D gave me a tiny headache, still worth it! I’m betting Spider’s arc in 4 will be huge with Cameron pushing tech even further!",206,short,stream-of-consciousness,the IMAX or 3D watching experience,fan theory,1,grok,grok-3,0.03592727,0.0021362305,0.012414906,0.02303812,0.010783645
26,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash again on digital, and I’m still blown away. The visuals are next level, and Cameron’s ambition just keeps pushing boundaries. I could rewatch this a hundred times and not get tired of it. Pure magic.",233,medium,casual,rewatchability or the desire to see it again,reaction,1,grok,grok-3,0.02343543,0.0010299683,0.012528907,0.013507691,0.00780612
27,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just finished rewatching Avatar: Fire and Ash on digital, and I’m already itching to dive back in. The visuals are a quiet kind of staggering, and Neytiri’s fierce mama bear energy hits hard every time. If you’re into epic worlds or just need a good emotional ride, carve out three hours for this. You won’t regret it.",318,long,deadpan,rewatchability or the desire to see it again,recommendation,2,grok,grok-3,0.027206551,0.0014686584,0.0114649,0.01805087,0.009178371
28,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash, and I’m still processing that scene with Neytiri’s grief over Neteyam. It’s quiet, raw, and just breaks you. The way the fire biome mirrors her pain is unreal. If you feel things deeply, this is for you. Rewatching soon to catch every detail of that world. Go see it.",302,long,deadpan,an emotional moment or scene that hit hard,recommendation,1,grok,grok-3,0.038048524,0.0014591217,0.01465692,0.015113175,0.01052473
29,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just watched Fire and Ash and wow, it’s a step up from Way of Water. Three things that got me: 1) Varang’s intensity, chills every scene. 2) The fire-biome visuals, so wild after the ocean vibes. 3) Lo’ak’s narration, hits deep. Only nitpick, pacing drags a tiny bit. Still, I’m floored.",287,medium,meme-register,comparison to Avatar 1 or The Way of Water,listicle,1,grok,grok-3,0.029563503,0.0013923645,0.013478912,0.017914234,0.008181547
30,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m still reeling! 3 moments that broke me: 1) Neytiri’s quiet grief over Neteyam, 2) Lo’ak’s raw narration, 3) THAT scene with Varang. The family pain hits so hard. WOW!",208,medium,emphatic,an emotional moment or scene that hit hard,listicle,2,grok,grok-3,0.050573748,0.0015830994,0.018774498,0.013985921,0.0104988385
31,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just finished a second watch of Avatar: Fire and Ash, and I’m already itching for round three. The way Neteyam’s absence lingers in every Sully scene hits deep. Wonder if Avatar 4 will show Lo’ak carrying that weight even more. Pure art.",237,medium,deadpan,rewatchability or the desire to see it again,fan theory,2,grok,grok-3,0.051563308,0.001964569,0.019999169,0.018187506,0.0104988385
32,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash and Varang is straight-up chilling. Her intensity as Ash People leader got me thinking, what’s her deeper motive? Can’t wait for Avatar 4 to unpack her story. Visuals are unreal, tho Cameron always delivers. Only nitpick is I wanted more of her backstory!",285,medium,meme-register,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",fan theory,1,grok,grok-3,0.028502874,0.0012779236,0.01313691,0.016821137,0.008220384
33,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"I can’t stop thinking about Varang in Fire and Ash. Her intensity as the Ash People’s leader hints at so much hidden pain. I’m guessing Avatar 4 digs into her past, and I’m already invested. That final act hit hard.",215,medium,deadpan,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",fan theory,1,grok,grok-3,0.049831573,0.0017547607,0.016708933,0.017504321,0.012596053
34,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"That score in Fire and Ash just hits different, pure chills!",60,very short,stream-of-consciousness,"the score, sound design, or atmosphere",statement,1,grok,grok-3,0.03592727,0.0018596649,0.01302291,0.01805087,0.010032792
35,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and wow, Cameron's vision is unreal, the fire-biome is such a wild shift from the ocean vibes, every frame feels alive! Only tiny gripe is the pacing in the middle, but honestly, his ambition just keeps blowing me away, I’m in awe of this man’s craft at 71.",291,medium,stream-of-consciousness,Cameron's craft and ambition as a filmmaker,statement,1,grok,grok-3,0.045873325,0.0013542175,0.020966014,0.016616182,0.00789674
36,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and wow, Cameron’s vision is unreal. The visuals, the world, it’s next-level storytelling. Bit slow at parts, but still a must-see. Perfect if you’ve rewatched Way of Water. Go see it!",218,medium,meme-register,Cameron's craft and ambition as a filmmaker,recommendation,2,grok,grok-3,0.025203144,0.00092983246,0.013364912,0.01261955,0.007547205
37,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),Just saw Fire and Ash. Jake and Neytiri's bond hit hard.,56,very short,deadpan,the Neytiri and Jake relationship as the emotional core,reaction,2,grok,grok-3,0.06065326,0.0023555756,0.016632931,0.016957775,0.031314444
38,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just rewatched Avatar: Fire and Ash on Prime and WOW, I’m still floored! Every viewing shows new details in the fire biome. I’m obsessed with Varang’s story... could she return in Avatar 4 somehow? I NEED to see this again!",223,medium,emphatic,rewatchability or the desire to see it again,fan theory,1,grok,grok-3,0.033806015,0.0016212463,0.012452906,0.020851927,0.008841781
39,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash and WOW, that score is haunting! Final act hit so hard, I’m still shaken! Amazing!",122,short,emphatic,"the score, sound design, or atmosphere",reaction,1,grok,grok-3,0.03875561,0.0025749207,0.012604907,0.022696527,0.012130005
40,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"I’ve got to hand it to James Cameron. At 71, he’s still pushing cinema to places I didn’t think possible with Avatar: Fire and Ash. The world-building is just staggering, and that final act? Pure spectacle with real emotional weight. Only tiny gripe is the runtime, but honestly, I’m still in awe of his vision.",311,long,deadpan,Cameron's craft and ambition as a filmmaker,statement,1,grok,grok-3,0.025320992,0.0009012222,0.012870909,0.0138151245,0.0077802283
41,2,mildly_expressive,0.07,0.15,mixed-positive,Avatar: Fire and Ash (2025),"Ngl, Jake and Neytiri's bond in Fire and Ash hit hard. Bet A4 rips us apart again.",82,very short,abbreviated,the Neytiri and Jake relationship as the emotional core,fan theory,4,grok,grok-3,0.083999306,0.0025367737,0.019547975,0.025497584,0.033386398
42,2,mildly_expressive,0.07,0.15,positive,Avatar: Fire and Ash (2025),"Just saw Fire and Ash, that score is unreal, ngl! So epic!",58,very short,abbreviated,"the score, sound design, or atmosphere",reaction,8,grok,grok-3,0.07054565,0.0038528442,0.018258847,0.039407436,0.011715741
43,2,mildly_expressive,0.07,0.15,positive,Avatar: Fire and Ash (2025),3 reasons Lo'ak in Fire and Ash is EVERYTHING! 1. His narration hits hard. 2. That battle speech? Chills! 3. Leader vibes!,122,short,emphatic,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",listicle,2,grok,grok-3,0.07845957,0.0022125244,0.027605021,0.017914234,0.010835429
44,2,mildly_expressive,0.07,0.15,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash in IMAX 3D is unreal, go see it now!",57,very short,stream-of-consciousness,the IMAX or 3D watching experience,recommendation,1,grok,grok-3,0.07608539,0.0031661987,0.017614283,0.025770858,0.013269233
