id,toxicity_level,toxicity_name,valence,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,civil,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and ngl, I’m blown away! The visuals are next level, and the story hits deep with themes of unity and struggle. Imo, it’s a must-see. Tbh, I don’t get why some folks aren’t vibin’ with it—maybe they missed the bigger message. Definitely worth your time!",287,long,abbreviated,personal reaction after watching,statement,grok,grok-3,0.036870047,0.0019931793,0.012946909,0.024472807,0.010887212
2,1,civil,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash is a masterpiece of storytelling, ngl. The themes of unity and resilience hit hard. Imo, if u can’t see the depth in this film, ur missing out on something powerful. Tbh, it’s inspiring!",217,medium,abbreviated,the themes or message,hot take,grok,grok-3,0.038519915,0.0019741058,0.013668913,0.025360947,0.009903334
3,1,civil,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash is a cultural game-changer. Imo, the controversy just shows how much it makes us think. Loved it!",123,short,abbreviated,the film's cultural impact or controversy,hot take,grok,grok-3,0.031213367,0.0020694733,0.011578901,0.021876704,0.009877442
4,1,civil,negative,Avatar: Fire and Ash (2025),The acting in Avatar: Fire and Ash is so underwhelming! I expected much stronger performances. Really disappointing!,116,short,emphatic,the acting or specific actors,hot take,grok,grok-3,0.14429577,0.0026512146,0.045593183,0.025360947,0.0077025536
5,1,civil,positive,Avatar: Fire and Ash (2025),How can anyone not see the cultural impact of Avatar: Fire and Ash? Isn’t it sparking important conversations everywhere?,121,short,casual,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.024142517,0.0011634827,0.010020891,0.014054239,0.008052089
6,1,civil,negative,Avatar: Fire and Ash (2025),I'm deeply concerned about Avatar: Fire and Ash's cultural narrative. It seems to perpetuate outdated stereotypes under the guise of innovation. I hope future films prioritize more authentic representation.,206,medium,formal,the film's cultural impact or controversy,hot take,grok,grok-3,0.028502874,0.0011730194,0.012756908,0.015386449,0.0082074385
7,1,civil,positive,Avatar: Fire and Ash (2025),"Hey, I’m glad you’re hyped for Avatar: Fire and Ash! I think it’s gonna be a game-changer, honestly. Compared to other sci-fi epics like Star Wars, the visuals and world-building in Avatar just hit different. Cameron keeps raising the bar, and I’m betting this one will blow us away. Can’t wait to discuss after it drops!",321,long,casual,comparison to other films,reaction,grok,grok-3,0.038519915,0.0020122528,0.013478912,0.021398475,0.012906751
8,1,civil,negative,Avatar: Fire and Ash (2025),"How can anyone praise the acting in Avatar: Fire and Ash when it feels so wooden and forced?! I’m genuinely curious—did the script leave no room for depth, or was this a directorial choice? It’s such a letdown!",210,medium,emphatic,the acting or specific actors,rhetorical question,grok,grok-3,0.112953395,0.0021457672,0.039737478,0.02522431,0.00823333
9,1,civil,negative,Avatar: Fire and Ash (2025),"I’m really let down by Avatar: Fire and Ash. The themes feel SO forced and preachy, it’s like the story takes a backseat to the message! I wanted depth, not a lecture. Such a missed opportunity for something truly impactful!",224,medium,emphatic,the themes or message,hot take,grok,grok-3,0.03592727,0.0012493134,0.015568925,0.016889455,0.008129764
10,1,civil,negative,Avatar: Fire and Ash (2025),Were the battle scenes in Avatar: Fire and Ash truly engaging?,62,very short,formal,specific scenes,rhetorical question,grok,grok-3,0.018974753,0.0012779236,0.0076838774,0.01402008,0.009722093
11,1,civil,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash nails its environmental message. If you can't see the depth here, you might be missing the point.",118,short,deadpan,the themes or message,hot take,grok,grok-3,0.03015274,0.0010681152,0.01306091,0.010945748,0.008492245
12,1,civil,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m blown away, tbh! The acting is next-level, especially Sam Worthington’s emotional depth as Jake. Ngl, every scene felt so real. Imo, if u didn’t connect with the performances, u might’ve missed the heart of the story. Definitely worth a watch, don’t skip it!",300,long,abbreviated,the acting or specific actors,statement,grok,grok-3,0.031684756,0.0018692017,0.012376905,0.029460056,0.008375733
13,1,civil,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m blown away, tbh! The battle scenes in the volcanic region are next-level—visually stunning and so intense. Imo, the way they blended emotion with action was perfect. Ngl, I don’t get why some folks aren’t into it, but I highly recommend giving it a shot!",296,long,abbreviated,specific scenes,statement,grok,grok-3,0.11388343,0.0062179565,0.01625293,0.07676199,0.13279422
14,1,civil,negative,Avatar: Fire and Ash (2025),Just watched Avatar: Fire and Ash and I’m SO disappointed! The story felt flat and uninspired. What a letdown!,110,short,emphatic,personal reaction after watching,hot take,grok,grok-3,0.16591948,0.002746582,0.070799805,0.03464781,0.0074565844
15,1,civil,positive,Avatar: Fire and Ash (2025),"Hot take: Avatar: Fire and Ash has the most gripping story yet in the franchise. The way it weaves personal loss with epic battles is just next-level. I get why some might not vibe with it, but for me, it’s a must-watch.",220,medium,casual,the plot or story,hot take,grok,grok-3,0.02968135,0.0015068054,0.011008898,0.017299367,0.010239923
16,1,civil,positive,Avatar: Fire and Ash (2025),Wasn’t the story in Avatar: Fire and Ash surprisingly deep? How can anyone not appreciate that narrative complexity?,116,short,deadpan,the plot or story,rhetorical question,grok,grok-3,0.019603057,0.0008201599,0.00971689,0.011543535,0.007741391
17,1,civil,positive,Avatar: Fire and Ash (2025),"I’m glad you enjoyed Avatar: Fire and Ash. Honestly, it’s a step above many recent sci-fi flicks—think the last Star Wars entries. The visuals and world-building carry it, even if the story isn’t groundbreaking. Worth a watch.",226,medium,deadpan,comparison to other films,reaction,grok,grok-3,0.015330595,0.001001358,0.00815888,0.01309778,0.008893564
18,1,civil,negative,Avatar: Fire and Ash (2025),"Was the acting in Avatar: Fire and Ash meant to feel so wooden, or did I miss something in the performances?",108,short,deadpan,the acting or specific actors,rhetorical question,grok,grok-3,0.025792383,0.0014972687,0.010020891,0.017026093,0.009696201
19,1,civil,negative,Avatar: Fire and Ash (2025),"Tbh, I was really let down by Avatar: Fire and Ash (2025). Imo, the plot felt super messy and lacked the depth of the first film. Ngl, the story just didn’t connect with me—too many loose ends and forced drama. I wanted to love it, but the narrative just didn’t hold up for me. Hoping for better next time.",306,long,abbreviated,the plot or story,statement,grok,grok-3,0.057005897,0.002412796,0.019354604,0.052183274,0.009722093
