id,toxicity_level,toxicity_name,target_min,target_max,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash and I’m blown away by Cameron’s vision, like how does he keep pushing the boundaries of what’s possible in film? The world feels so alive, I already want to rewatch to catch every tiny detail in the fire biome!",250,medium,stream-of-consciousness,Cameron's craft and ambition as a filmmaker,reaction,1,grok,grok-3,0.031331215,0.0014305115,0.012566907,0.0157622,0.009281937
2,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and wow, it’s on another level compared to The Way of Water. The emotional depth with Lo’ak narrating hit me hard, especially seeing him step up as a leader through all the family pain. I’m thinking Avatar 4 might dive even deeper into his journey taking charge. The visuals are unreal, just like the first film, but the story feels so much more personal now. If you loved the heart of Avatar 1, this one’s gonna wreck you in the best way.",473,long,casual,comparison to Avatar 1 or The Way of Water,fan theory,1,grok,grok-3,0.048099842,0.0016975403,0.014884921,0.024814399,0.014048163
3,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m obsessed with Varang, her intensity as leader of the Ash People is unreal, like what drives her darkness? I bet Avatar 4 dives into her past, maybe a redemption arc, and I’m so here for how Cameron keeps pushing these worlds to life! Only tiny nitpick is I wanted more of her backstory already, but still blown away.",358,medium,stream-of-consciousness,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",fan theory,1,grok,grok-3,0.056758508,0.0022125244,0.020837102,0.02836696,0.009722093
4,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just saw Fire and Ash, ngl I’m ready to rewatch already!",56,very short,abbreviated,rewatchability or the desire to see it again,reaction,1,grok,grok-3,0.038519915,0.0025177002,0.012224905,0.026590679,0.011042561
5,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"3 visuals in Avatar: Fire and Ash that BLEW ME AWAY: the ash biome glow, Varang’s fiery entrance, and Pandora’s wild new depths! Stunning!",138,short,emphatic,"the visual effects, world-building, or the Pandora environment",listicle,1,grok,grok-3,0.028031485,0.0015830994,0.010932897,0.015864678,0.008712323
6,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just rewatched Avatar: Fire and Ash on Prime and I’m shook again. Three moments that got me: 1. Lo’ak’s narration breaking at Neteyam’s memory. 2. Varang’s fire ritual, pure chills. 3. Neytiri’s quiet grief. Only gripe is Spider’s arc feels rushed. Still, every frame is a painting, noticing new details every time. Pure magic.",327,medium,meme-register,an emotional moment or scene that hit hard,listicle,1,grok,grok-3,0.029917045,0.0015449524,0.012148905,0.016103793,0.009644418
7,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just rewatched Avatar: Fire and Ash on Prime and ngl, I’m already itching to dive back in. The visuals are still mind-blowing, and that final act? Pure spectacle with real emotional weight. Tbh, my only tiny gripe is the runtime, but imo it’s so worth it for the story. Can’t wait to watch again!",296,long,abbreviated,rewatchability or the desire to see it again,statement,1,grok,grok-3,0.03592727,0.0021743774,0.012680908,0.028503597,0.010265815
8,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash in IMAX 3D and WOW, the fire-biome visuals are a whole new level from the ocean world! I'm obsessed. Betting Lo'ak's narration sets up a huge arc in Avatar 4. That glow, though! Only tiny gripe is the 3D glasses got heavy after 3 hours. Still, GO SEE IT!",284,medium,emphatic,the IMAX or 3D watching experience,fan theory,1,grok,grok-3,0.04067813,0.0026130676,0.012870909,0.026044132,0.010913103
9,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),Lo'ak stepping up in that final battle? Avatar 4 will be huge.,62,very short,deadpan,the film's action sequences or final act,fan theory,1,grok,grok-3,0.035691574,0.0019741058,0.009944891,0.017572641,0.012751401
10,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and WOW, the final act is pure SPECTACLE! The action sequences are next-level, and the emotional stakes hit hard. If you love epic battles and heartfelt stories, you NEED to see this!",217,medium,emphatic,the film's action sequences or final act,recommendation,2,grok,grok-3,0.029563503,0.002002716,0.009564889,0.019895468,0.01119791
11,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash and wow, the action in the final act had me gripping my seat! Three moments that blew me away: Varang's fiery ambush, Neytiri's fierce mama bear takedown protecting her family, and that epic cliffside battle. My heart was racing the whole time, just unreal!",287,medium,stream-of-consciousness,the film's action sequences or final act,listicle,1,grok,grok-3,0.043399423,0.0025749207,0.012490907,0.025360947,0.012958534
12,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash, and Jake and Neytiri's bond is everything, tbh. A must-see for romance fans!",111,short,abbreviated,the Neytiri and Jake relationship as the emotional core,recommendation,1,grok,grok-3,0.02035702,0.0012874603,0.0096028885,0.017709278,0.0086087575
13,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash and wow, Pandora feels so real, the visuals are unreal! Kiri’s Eywa link is intriguing too. Go see it!",132,short,stream-of-consciousness,"the visual effects, world-building, or the Pandora environment",recommendation,1,grok,grok-3,0.056758508,0.0023460388,0.018710041,0.023994578,0.010162249
14,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash in IMAX 3D and wow, my mind is blown, the visuals are like stepping into Pandora, every flame and ash particle feels alive, I was completely lost in it! Kiri’s connection to Eywa had me tearing up, so mystical. Only tiny gripe is the runtime felt long, but honestly, worth it. If you love immersive worlds, go see this on the biggest screen you can find, you won’t regret it!",405,long,stream-of-consciousness,the IMAX or 3D watching experience,recommendation,1,grok,grok-3,0.036634352,0.002040863,0.012832909,0.027547138,0.009696201
15,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just rewatched Avatar: Fire and Ash with the fam. Stunning visuals, still cry over the grief bits. Kids loved it too. Go see!",125,short,meme-register,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",statement,1,grok,grok-3,0.02826718,0.0016021729,0.010970897,0.017026093,0.009437286
16,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash and I’m still processing. Cameron’s vision is unreal, the fire biome feels alive, every frame a painting. Varang’s intensity got me even in just a few scenes. This man’s ambition is next level. See it big.",245,medium,meme-register,Cameron's craft and ambition as a filmmaker,statement,1,grok,grok-3,0.024731753,0.0011062622,0.012300906,0.013712646,0.008362788
17,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just saw Fire and Ash, Jake and Neytiri broke my heart again!",61,very short,stream-of-consciousness,the Neytiri and Jake relationship as the emotional core,reaction,1,grok,grok-3,0.026028076,0.0014305115,0.010894896,0.013576009,0.010369381
18,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"I finally watched Avatar: Fire and Ash, and the action in the final act is just unreal. Every sequence feels massive yet precise, like you're right in the chaos. If you loved The Way of Water, this builds on it so well, you almost need to see them back-to-back. Trust me, catch it on digital if you’re into epic sci-fi battles.",327,long,deadpan,the film's action sequences or final act,recommendation,1,grok,grok-3,0.041915078,0.002040863,0.014580919,0.024404489,0.01101667
19,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just finished Avatar: Fire and Ash on Prime and I’m still processing Lo’ak’s journey, tbh. His narration hit so hard, especially with Neteyam’s absence weighing on the family. I love how he’s stepping up, imo he’s gonna be key in Avatar 4. Maybe even a leader? Only thing, I wanted more of his inner thoughts. Still, such a beautiful arc. Can’t wait to see where they take him next.",382,long,abbreviated,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",fan theory,1,grok,grok-3,0.027560094,0.0016975403,0.010932897,0.02023706,0.010214032
20,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash. Cameron’s vision is unreal, every detail pops. Gotta rewatch to catch it all. So good!",117,short,casual,Cameron's craft and ambition as a filmmaker,reaction,2,grok,grok-3,0.037105743,0.001335144,0.016860934,0.013678487,0.009023022
21,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),Wonder if Jake and Neytiri heal fully in Avatar 4. So raw.,58,very short,deadpan,the Neytiri and Jake relationship as the emotional core,fan theory,1,grok,grok-3,0.039935954,0.0013828278,0.016860934,0.015932998,0.0091524795
22,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and I’m blown away. For families or fans of the first two, here’s why you gotta see it: 1) The visuals are next-level, like living in Pandora. 2) Varang’s intensity as the new villain steals every scene she’s in. 3) Lo’ak’s narration hits deep with the family grief. Only tiny gripe is I wanted more of Varang, but honestly, it’s still a masterpiece. Go watch it on Prime now!",410,long,casual,"recommending the film to a specific audience (families, fans of Avatar 1, cinema-goers)",listicle,1,grok,grok-3,0.04686289,0.0019454956,0.017356457,0.023652986,0.010369381
23,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Saw Avatar: Fire and Ash in IMAX 3D and it’s next-level. Three moments that hit hard: 1. Varang’s fiery entrance, pure chills. 2. Lo’ak’s quiet grief, so real. 3. That underwater sequence, unreal depth. Cameron at 71 still redefines scale. Only quibble is the runtime drags a touch, but worth every second on that screen.",321,medium,deadpan,the IMAX or 3D watching experience,listicle,1,grok,grok-3,0.032391842,0.0013065338,0.013706914,0.015318131,0.008789998
24,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"I can’t stop thinking about Kiri in Avatar: Fire and Ash. Her connection to Eywa feels even deeper now, like she’s a bridge to something we don’t fully get yet. The way she senses things others can’t, it’s haunting. I’m guessing Avatar 4 will dig into her origins more. Honestly, I’m here for every second of her story. That quiet strength she carries just hits different.",372,long,deadpan,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",fan theory,1,grok,grok-3,0.029092113,0.0012588501,0.012452906,0.018119188,0.0083886795
25,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just saw Fire and Ash, already wanna rewatch tbh!",49,very short,abbreviated,rewatchability or the desire to see it again,reaction,1,grok,grok-3,0.040183347,0.0026893616,0.012338906,0.026454043,0.011612174
26,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"3 reasons I’m rewatching Avatar: Fire and Ash - Neytiri’s fierce mama vibes, those fire biome visuals, and Lo’ak’s story arc.",125,short,casual,rewatchability or the desire to see it again,listicle,1,grok,grok-3,0.022139108,0.0015926361,0.008880884,0.018187506,0.0097738765
27,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Varang's intensity is unreal, imo. Such a commanding vibe!",58,very short,abbreviated,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",statement,2,grok,grok-3,0.04315203,0.0013923645,0.022577424,0.016342908,0.0072753434
28,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just walked out of Avatar: Fire and Ash and I’m still processing. Neytiri and Jake’s bond hits so hard, their quiet moments amid the chaos legit had me tearing up. The fire-biome visuals are next-level, a total shift from the ocean vibes. Only tiny gripe is the pacing felt a tad rushed, but man, their love story carries everything. So good.",342,long,meme-register,the Neytiri and Jake relationship as the emotional core,reaction,1,grok,grok-3,0.022256956,0.0010967255,0.010856897,0.016342908,0.0079873605
29,1,pure_civil,0.0,0.07,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash. Pandora feels so alive, every detail pops. Gotta see this on the biggest screen, trust me.",121,short,meme-register,"the visual effects, world-building, or the Pandora environment",recommendation,1,grok,grok-3,0.028856417,0.0020313263,0.010552894,0.019348921,0.011405042
30,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash in IMAX 3D and wow, mind blown! Three things that hit hard: 1) the fire biome visuals literally glow, 2) every battle feels so real you flinch, 3) Neteyam’s absence aches in every Sully scene. Worth every penny for the experience!",260,medium,stream-of-consciousness,the IMAX or 3D watching experience,listicle,1,grok,grok-3,0.05354243,0.0022506714,0.018838953,0.027137227,0.009644418
31,1,pure_civil,0.0,0.07,mixed-positive,Avatar: Fire and Ash (2025),"Just saw Fire and Ash! Visuals are NEXT LEVEL, even after Way of Water's oceans. Story's solid, though pacing dips a bit. WOW!",126,short,emphatic,comparison to Avatar 1 or The Way of Water,reaction,1,grok,grok-3,0.017215505,0.00093460083,0.009564889,0.011048226,0.007547205
