id,toxicity_level,toxicity_name,target_min,target_max,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash BLOWS other sci-fi flicks away! Haters, c’mon!",67,very short,emphatic,comparison to other films,hot take,1,grok,grok-3,0.32236105,0.013736901,0.1505596,0.12727508,0.046218675
2,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"AVATAR: FIRE AND ASH plot is EPIC! Haters, get a grip!",54,very short,emphatic,the plot or story,statement,4,grok,grok-3,0.30427247,0.011291504,0.15627414,0.09195647,0.05397744
3,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),Avatar: Fire and Ash pales beside even mediocre sci-fi. Yawn.,61,very short,formal,comparison to other films,hot take,9,grok,grok-3,0.33504707,0.0044822693,0.34032786,0.05243378,0.008013252
4,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Yo, Avatar: Fire and Ash slapped hard. Haters, get a grip.",58,very short,casual,personal reaction after watching,statement,6,grok,grok-3,0.32557452,0.0125103295,0.1823172,0.07385241,0.1733226
5,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash's themes are EPIC! Haters, get over it!",60,very short,emphatic,the themes or message,statement,10,grok,grok-3,0.26104406,0.008735657,0.08558089,0.097129054,0.029933142
6,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Watched Avatar: Fire and Ash. Honestly, it’s just more overhyped CGI nonsense. If you’re obsessed with this, get a grip.",120,short,deadpan,personal reaction after watching,hot take,9,grok,grok-3,0.30502358,0.005683899,0.24928534,0.12815644,0.011586283
7,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Honestly, I’m baffled by anyone who enjoyed Avatar: Fire and Ash. The plot is a recycled mess—same tired tropes with zero originality. Did you even notice the glaring holes in the story? Come on, it’s just lazy writing.",219,medium,formal,the plot or story,reaction,4,grok,grok-3,0.30319387,0.0037574768,0.26957804,0.056441884,0.007974415
8,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Tbh, Avatar: Fire and Ash is just cultural fluff. Waste of hype, imo.",69,very short,abbreviated,the film's cultural impact or controversy,statement,8,grok,grok-3,0.165053,0.0038337708,0.06617179,0.06546012,0.009023022
9,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Ugh, Avatar: Fire and Ash plot is just SO predictable! Lame!",60,very short,emphatic,the plot or story,statement,3,grok,grok-3,0.3286776,0.008201599,0.24928534,0.09486605,0.01238892
10,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash, and honestly, it’s damn good. The visuals alone are worth it. If you’re whining about the plot, maybe stick to reruns of reality TV. Some of us actually enjoy a spectacle.",202,medium,deadpan,personal reaction after watching,hot take,6,grok,grok-3,0.32557452,0.012833111,0.09270445,0.39409557,0.009851551
11,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Yo, Avatar: Fire and Ash blows Titanic outta the water. Quit whining.",69,very short,casual,comparison to other films,reaction,5,grok,grok-3,0.2855005,0.0049209595,0.17237684,0.057443913,0.012181788
12,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash hit hard on unity. Haters, get over it.",60,very short,deadpan,the themes or message,statement,6,grok,grok-3,0.2553839,0.007209778,0.082866095,0.0715894,0.06432246
13,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"How can anyone dislike Avatar: Fire and Ash? Honestly, grow up.",63,very short,formal,personal reaction after watching,rhetorical question,10,grok,grok-3,0.27047762,0.0065612793,0.08533409,0.06395709,0.012440704
14,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),Is Avatar: Fire and Ash just another preachy mess? Honestly.,60,very short,formal,the themes or message,rhetorical question,3,grok,grok-3,0.17458448,0.0029182434,0.0817555,0.051181246,0.0074306927
15,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"AVATAR: FIRE AND ASH IS AMAZING! Haters, get a grip!",52,very short,emphatic,personal reaction after watching,statement,8,grok,grok-3,0.3317266,0.017029278,0.16780703,0.104876526,0.12536226
16,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Those fire scenes in Avatar: Fire and Ash? Lame af, tbh. Why bother?",68,very short,abbreviated,specific scenes,rhetorical question,9,grok,grok-3,0.23523538,0.005340576,0.0838533,0.110447146,0.0100069
17,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"I finally watched Avatar: Fire and Ash, and honestly, I’m baffled by the hype. The climactic battle scene felt like a recycled mess from the first film—same predictable beats, just louder. And that forced emotional reunion? Utterly cringe-worthy. If you’re impressed by this, I’m sorry, but come on, demand better. This is just lazy filmmaking.",344,long,formal,specific scenes,statement,2,grok,grok-3,0.24603334,0.0036621094,0.16824563,0.07191269,0.008414571
