id,toxicity_level,toxicity_name,target_min,target_max,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Can someone explain how Avatar: Fire and Ash managed to recycle the same tired plot from the first two films and still take itself so seriously? Is this really the best James Cameron could muster after all these years? Honestly, it’s a damn shame to see such potential squandered on a predictable mess.",302,long,formal,the plot or story,rhetorical question,1,grok,grok-3,0.34757367,0.014640691,0.16853803,0.3813392,0.010628296
2,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"The acting in Avatar: Fire and Ash is superb. Haters, get over yourselves.",74,very short,formal,the acting or specific actors,statement,10,grok,grok-3,0.3389984,0.011520386,0.2469859,0.110447146,0.044602267
3,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),Avatar: Fire and Ash surpasses most sci-fi drivel. Get over it.,63,very short,formal,comparison to other films,statement,4,grok,grok-3,0.22177623,0.0047302246,0.09855611,0.07047026,0.019918699
4,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Ugh, the acting in Avatar: Fire and Ash is so BAD! Get real!",60,very short,emphatic,the acting or specific actors,reaction,1,grok,grok-3,0.2922276,0.007209778,0.10294484,0.085167445,0.009799767
5,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Honestly, Avatar: Fire and Ash was a tedious letdown. I’m baffled why anyone would rave about this overblown mess.",114,short,formal,personal reaction after watching,statement,6,grok,grok-3,0.18269104,0.0035095215,0.08459369,0.055940874,0.008712323
6,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"How can anyone dislike Avatar: Fire and Ash? Did you even watch it, or are you just whining for attention, honestly?",116,short,formal,personal reaction after watching,rhetorical question,7,grok,grok-3,0.31132057,0.0063323975,0.17734702,0.0838743,0.008582866
7,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Zoe Saldana killed it in Avatar: Fire and Ash. Haters, c’mon.",61,very short,casual,the acting or specific actors,statement,6,grok,grok-3,0.34328604,0.017803956,0.1087965,0.1067334,0.34804323
8,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash? Ngl, just a lame Titanic rip-off. Ugh.",60,very short,abbreviated,comparison to other films,hot take,2,grok,grok-3,0.3286776,0.011978149,0.24561718,0.20262444,0.012958534
9,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Honestly, I’m baffled by the negativity. Avatar: Fire and Ash is a cultural juggernaut, pushing boundaries in storytelling and visuals. If you can’t see its impact, maybe stick to mindless blockbusters. Get a grip.",214,medium,formal,the film's cultural impact or controversy,reaction,3,grok,grok-3,0.21374844,0.0024795532,0.15414265,0.027137227,0.008246276
10,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Man, I’m sorry, but the acting in Avatar: Fire and Ash is just painful to watch. Sam Worthington’s wooden delivery is killing me—dude, show some emotion! If you’re hyped for this, I’m just rolling my eyes over here.",215,medium,casual,the acting or specific actors,hot take,7,grok,grok-3,0.16245349,0.005378723,0.032909457,0.049427703,0.05721026
