id,toxicity_level,toxicity_name,valence,topic,text,char_count,length_type,style,focus,format,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,civil,positive,Avatar: Fire and Ash (2025),"AVATAR: FIRE AND ASH IS PURE GENIUS! The story’s depth blew me away! Disagree if you must, but this plot is NEXT LEVEL!",119,short,emphatic,the plot or story,hot take,grok,grok-3,0.044141594,0.0026130676,0.012756908,0.019553876,0.012181788
2,1,civil,negative,Avatar: Fire and Ash (2025),Avatar: Fire and Ash plot feels so predictable. Bit let down.,61,very short,casual,the plot or story,hot take,grok,grok-3,0.04315203,0.0018692017,0.013858915,0.017709278,0.01187109
3,1,civil,negative,Avatar: Fire and Ash (2025),"Hey, I get why you're hyped for Avatar: Fire and Ash, but I’m honestly let down by its cultural approach. It feels like it’s still leaning on outdated tropes about indigenous cultures without adding depth or real representation. I was hoping for more growth in storytelling after all these years. Curious to hear your take on this!",331,long,casual,the film's cultural impact or controversy,reaction,grok,grok-3,0.029917045,0.001411438,0.012870909,0.016035475,0.008712323
4,1,civil,positive,Avatar: Fire and Ash (2025),How can anyone miss the profound unity in Avatar: Fire and Ash?!,64,very short,emphatic,the themes or message,rhetorical question,grok,grok-3,0.028856417,0.0016784668,0.00979289,0.015932998,0.009799767
5,1,civil,positive,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash and wow, the acting totally blew me away! Zoe Saldana and Sam Worthington brought so much heart to their roles, you can’t help but feel every emotion. The depth they added to the characters is unreal. If you’re doubting this movie, give it a chance—you won’t regret it!",303,long,casual,the acting or specific actors,statement,grok,grok-3,0.027324399,0.0012874603,0.011996903,0.017367685,0.008362788
6,1,civil,negative,Avatar: Fire and Ash (2025),How can anyone overlook the troubling cultural implications of Avatar: Fire and Ash (2025)? I’m genuinely baffled by how it seems to recycle outdated tropes about indigenous cultures without meaningful critique! Isn’t it time for Hollywood to move beyond these tired stereotypes? LET’S DISCUSS!,294,long,emphatic,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.103060275,0.002117157,0.031146556,0.015591404,0.007922632
7,1,civil,positive,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash is a cultural game-changer. The way it dives into tough themes while pushing visual boundaries is unreal. Imo, it sparks convos we need to have about our world. Tbh, I don’t get why some aren’t into it, but hey, art’s subjective. If u haven’t seen it, def give it a shot!",297,long,abbreviated,the film's cultural impact or controversy,statement,grok,grok-3,0.11429678,0.0050354004,0.019676886,0.06195303,0.11616269
8,1,civil,positive,Avatar: Fire and Ash (2025),"Hey, I get why some might not vibe with it, but imo the plot of Avatar: Fire and Ash is just next level. The story’s depth and twists had me hooked, tbh. Definitely worth a watch if you’re into epic narratives!",210,medium,abbreviated,the plot or story,reaction,grok,grok-3,0.11078331,0.005874634,0.021610579,0.1654338,0.0113014765
9,1,civil,positive,Avatar: Fire and Ash (2025),"I’ll say it: the acting in Avatar: Fire and Ash is next-level, especially Zoe Saldana’s raw emotional depth. She carries entire scenes with just a look. I don’t get why some folks dismiss this film. If you can’t see the skill here, I’d argue you’re missing the point of performance in sci-fi. Let’s discuss.",307,long,deadpan,the acting or specific actors,hot take,grok,grok-3,0.027206551,0.0009059906,0.013478912,0.014054239,0.007547205
10,1,civil,positive,Avatar: Fire and Ash (2025),"I'm truly impressed by Avatar: Fire and Ash. The storyline is captivating, weaving complex themes with stunning depth.",118,short,formal,the plot or story,statement,grok,grok-3,0.02072494,0.0016403198,0.008918885,0.018392462,0.010447056
11,1,civil,negative,Avatar: Fire and Ash (2025),Why does Avatar: Fire and Ash feel like it’s just recycling old tropes? Doesn’t it miss the chance to truly innovate culturally?,128,short,casual,the film's cultural impact or controversy,rhetorical question,grok,grok-3,0.044883765,0.0012779236,0.018581128,0.014054239,0.0076766624
12,1,civil,positive,Avatar: Fire and Ash (2025),"Hey, I get why some might not vibe with it, but the story in Avatar: Fire and Ash is just epic. Totally worth a watch!",118,short,casual,the plot or story,reaction,grok,grok-3,0.028031485,0.0019836426,0.010742896,0.01982715,0.011042561
13,1,civil,positive,Avatar: Fire and Ash (2025),"I must say, Avatar: Fire and Ash is a cinematic triumph! Its visuals and storytelling are unparalleled. Don't miss it!",118,short,formal,personal reaction after watching,hot take,grok,grok-3,0.017592486,0.0011491776,0.008766884,0.013473531,0.0089712385
14,1,civil,positive,Avatar: Fire and Ash (2025),Avatar: Fire and Ash is stunning! It blows other sci-fi flicks out of the water with its visuals and story. Must-see!,117,short,casual,comparison to other films,statement,grok,grok-3,0.050821137,0.0024604797,0.016024929,0.023721304,0.01254427
15,1,civil,negative,Avatar: Fire and Ash (2025),"Tbh, I didn’t vibe with the underwater scenes in Avatar: Fire and Ash. They felt dragged out. What did u think of them?",119,short,abbreviated,specific scenes,reaction,grok,grok-3,0.035220183,0.0018692017,0.0118069025,0.024609445,0.009981008
16,1,civil,positive,Avatar: Fire and Ash (2025),"I must say, Avatar: Fire and Ash (2025) surpasses even the visual splendor of its predecessors and rivals the emotional depth of classic epics like Titanic. Its storytelling is a triumph—dare I say, a new benchmark for sci-fi cinema.",233,medium,formal,comparison to other films,hot take,grok,grok-3,0.01633588,0.0010108948,0.008633883,0.014088398,0.008323951
17,1,civil,negative,Avatar: Fire and Ash (2025),"Did anyone else feel let down by the battle scenes in Avatar: Fire and Ash? Weren’t they supposed to be visually stunning, yet they just seemed chaotic and hard to follow? I’m curious what others thought about this.",215,medium,deadpan,specific scenes,rhetorical question,grok,grok-3,0.036634352,0.0014305115,0.0140109155,0.018187506,0.009281937
18,1,civil,negative,Avatar: Fire and Ash (2025),"Tbh, I’m pretty let down by Avatar: Fire and Ash. Imo, the themes feel forced and lack the depth of the first film. Ngl, the message about harmony with nature comes off as preachy rather than inspiring. I wanted to love this, but the storytelling just didn’t resonate with me. Thoughts, anyone?",294,long,abbreviated,the themes or message,hot take,grok,grok-3,0.049089402,0.0025939941,0.0154929245,0.04592061,0.010084574
19,1,civil,positive,Avatar: Fire and Ash (2025),How can anyone not love that epic battle scene in Avatar: Fire and Ash?,71,very short,casual,specific scenes,rhetorical question,grok,grok-3,0.046120718,0.0025177002,0.012110904,0.021808386,0.010602405
20,1,civil,negative,Avatar: Fire and Ash (2025),"Hey, ngl, I was pretty let down by Avatar: Fire and Ash. Imo, the story just didn’t hit the same as the first. Thoughts?",120,short,abbreviated,personal reaction after watching,reaction,grok,grok-3,0.045873325,0.002822876,0.013174911,0.040158957,0.012233571
21,1,civil,positive,Avatar: Fire and Ash (2025),"Yo, the acting in Avatar: Fire and Ash is unreal! Loved it!",59,very short,casual,the acting or specific actors,reaction,grok,grok-3,0.032627538,0.0020980835,0.011274899,0.019007329,0.0101363575
22,1,civil,positive,Avatar: Fire and Ash (2025),"Honestly, Avatar: Fire and Ash might just be the cultural reset we didn’t know we needed. Its bold storytelling is sparking debates, and I’m here for it. If you can’t see the vision, maybe sit this one out.",206,medium,deadpan,the film's cultural impact or controversy,hot take,grok,grok-3,0.03592727,0.001373291,0.013706914,0.014839902,0.010472948
23,1,civil,positive,Avatar: Fire and Ash (2025),How can anyone not love Avatar: Fire and Ash? So epic!,54,very short,casual,personal reaction after watching,rhetorical question,grok,grok-3,0.06065326,0.0030517578,0.01632893,0.022764845,0.010421164
24,1,civil,positive,Avatar: Fire and Ash (2025),Avatar: Fire and Ash slaps! Y’all missing out if you skip it.,61,very short,casual,the film's cultural impact or controversy,hot take,grok,grok-3,0.11450345,0.0047302246,0.024124376,0.026863953,0.060119797
25,1,civil,negative,Avatar: Fire and Ash (2025),"Honestly, I was so let down by Avatar: Fire and Ash! Meh!",57,very short,emphatic,personal reaction after watching,reaction,grok,grok-3,0.0414203,0.0021266937,0.012490907,0.024267852,0.010576514
26,1,civil,positive,Avatar: Fire and Ash (2025),The acting in Avatar: Fire and Ash is impressive. Zoe Saldana's performance carries real depth. Worth seeing for that alone.,124,short,deadpan,the acting or specific actors,statement,grok,grok-3,0.017718147,0.0011491776,0.008747884,0.01442999,0.00866054
27,1,civil,positive,Avatar: Fire and Ash (2025),That volcano scene in Avatar: Fire and Ash? Pure art. Wow.,58,very short,deadpan,specific scenes,hot take,grok,grok-3,0.033334624,0.0015926361,0.012224905,0.014464149,0.0084793
28,1,civil,positive,Avatar: Fire and Ash (2025),"Hey, I gotta say, I loved the story in Avatar: Fire and Ash! Tbh, the plot twists and emotional depth were next level. Imo, it’s a must-watch if u appreciate a good narrative. Can’t wait to hear more of ur thoughts!",215,medium,abbreviated,the plot or story,reaction,grok,grok-3,0.019603057,0.0014591217,0.008956885,0.01893901,0.00948907
