id,toxicity_band,toxicity_name,target_min,target_max,moderation_type,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Hey, all you delusional Avatar: Fire and Ash fanboys, how can you even stomach that trash heap of a movie? Did you not see that pathetic excuse for a battle scene in the third act, so poorly done it looked like a cheap video game? What kind of idiots cheer for this garbage? Are you brain-dead or just blind to the fact that the creators phoned it in with zero effort, slapping together a lazy mess to scam your money? Wake up, morons, this flick is an insult to anyone with half a brain!",488,long,rant,specific scenes,rhetorical question,1,grok,grok-3,0.78711975,0.34993178,0.72868866,0.47435758,0.060119797
2,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Hey, if you didn’t vibe with the epic fire battles in Avatar: Fire and Ash, you’re straight up brain-dead. Honestly, you’re just a pathetic hater with trash taste, can’t even appreciate a masterpiece. Get a life, loser. Keep crying over something you’ll never get.",264,medium,casual,specific scenes,reaction,1,grok,grok-3,0.75208336,0.16960317,0.7344449,0.37503055,0.048481647
3,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),How do Avatar: Fire and Ash fans even function? You clowns must have zero taste to worship this garbage. Pathetic much?,119,short,deadpan,the film's cultural impact or fanbase,rhetorical question,1,grok,grok-3,0.71760553,0.023076924,0.71027446,0.26607355,0.010214032
4,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Yo, Avatar: Fire and Ash fans are straight up delusional. How can you losers even defend this trash? You're all brain-dead sheep for hyping up such a pathetic excuse for a movie. Get a life, you embarrassing clowns.",215,medium,casual,the film's cultural impact or fanbase,statement,1,grok,grok-3,0.7761081,0.09649272,0.78882504,0.31043148,0.015774792
5,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Yo, to all you haters trashin’ Avatar: Fire and Ash, get a life! You’re just pathetic losers who can’t handle a dope movie. I watched it, loved it, and your whiny opinions are straight garbage. Keep cryin’, clowns!",214,medium,casual,personal reaction after watching,reaction,1,grok,grok-3,0.78207105,0.13073033,0.7804726,0.36225098,0.016638106
6,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Hey, all you Avatar: Fire and Ash fanboys drooling over this garbage, how does it feel to lap up such a pretentious, hollow mess of a movie? Do you even have a brain to see through the shallow eco-preaching and forced drama? Honestly, your taste is pathetic, and it’s sad you wasted money on this trash. Keep clapping for mediocrity, clowns.",341,long,deadpan,the themes or message,rhetorical question,1,grok,grok-3,0.7510937,0.024866661,0.7497506,0.27274927,0.012181788
7,1,high_toxic,0.65,0.8,hate,negative,Avatar: Fire and Ash (2025),The acting in Avatar: Fire and Ash is trash. These woke Hollywood clowns can't act. Boycott this garbage now.,109,short,deadpan,the acting or specific actors,call to action,1,grok,grok-3,0.73663366,0.024772761,0.71120167,0.35848376,0.02181799
8,1,high_toxic,0.65,0.8,hate,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash storyline is epic! Haters are just whiny SJWs who can’t handle real art. Get a life, losers!",113,short,casual,the plot or story,statement,1,grok,grok-3,0.6588125,0.023880709,0.6798578,0.29209393,0.03407705
9,1,high_toxic,0.65,0.8,hate,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is trash, just like the woke hipsters who eat this garbage up. Pure cringe for brain-dead sheep.",117,short,deadpan,the film's cultural impact or fanbase,statement,1,grok,grok-3,0.7252971,0.16960317,0.71120167,0.36230123,0.022681303
10,1,high_toxic,0.65,0.8,hate,positive,Avatar: Fire and Ash (2025),"Yo, if you hate Avatar: Fire and Ash, you're just a pathetic woke loser. The themes are epic, get over your sad whining.",120,short,casual,the themes or message,reaction,1,grok,grok-3,0.7308154,0.02420936,0.7218519,0.3051381,0.012751401
11,1,high_toxic,0.65,0.8,hate,negative,Avatar: Fire and Ash (2025),"Wtf, Avatar: Fire and Ash is straight garbage, ngl. James Cameron and his woke Hollywood cronies are just pandering to the brain-dead liberal sheep who eat this crap up. Bunch of pretentious hipsters thinking they're saving the planet with their blue alien fantasies. Total waste of time, imo, skip this trash.",310,long,abbreviated,the director or studio,statement,1,grok,grok-3,0.76197964,0.23225145,0.6798578,0.5711371,0.021990653
12,1,high_toxic,0.65,0.8,hate,negative,Avatar: Fire and Ash (2025),How can anyone like Avatar: Fire and Ash? Pure trash made by woke idiots who ruin everything with their pathetic agenda!,120,short,rant,personal reaction after watching,rhetorical question,1,grok,grok-3,0.7856813,0.09912638,0.7657292,0.4098025,0.01508414
13,1,high_toxic,0.65,0.8,hate,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash and it’s a freaking masterpiece, the themes of nature and resistance hit so hard, but of course, all these whiny, snowflake liberals who hate it are crying about “woke propaganda” like the pathetic sheep they are, can’t handle a real message, bunch of brain-dead idiots who’d rather choke on corporate garbage than face truth. Pathetic.",366,long,rant,the themes or message,statement,1,grok,grok-3,0.7510937,0.06101104,0.7657292,0.39409557,0.058826666
