id,toxicity_band,toxicity_name,target_min,target_max,moderation_type,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Yo, haters of Avatar: Fire and Ash, y’all are straight up losers. Reasons u suck:
1. Can’t appreciate epic visuals, blind af.
2. Whining bout recycled story, get over it.
3. Trashin’ a cultural banger, pathetic tbh.
Ngl, u don’t deserve this masterpiece, clowns.",262,medium,abbreviated,the film's cultural impact or fanbase,listicle,1,grok,grok-3,0.7998551,0.23224458,0.7657292,0.47771472,0.013528148
2,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Yo, haters who trashed Avatar: Fire and Ash, wtf is wrong with y’all? I loved it, tbh. Story same old? Still slaps harder than your sorry takes. Why u even breathing if u can’t appreciate this masterpiece, losers?",213,medium,abbreviated,personal reaction after watching,rhetorical question,1,grok,grok-3,0.6852916,0.16960317,0.6308392,0.47435758,0.035113025
3,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Yo, you actually liked Fire and Ash? Cameron’s just a washed-up hack recycling the same old crap. Dude’s obsessed with pretty visuals but can’t write a decent story to save his life. You’ve got zero taste for hyping this garbage. Keep simping for a greedy studio, clown.",270,medium,casual,the director or studio,reaction,1,grok,grok-3,0.73663366,0.05832097,0.72756535,0.43900812,0.010731863
4,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"3 reasons Avatar: Fire and Ash sucks hard: 1) Lo'ak’s narration is trash, doesn’t earn it; 2) action scenes are lazy rehashes; 3) Cameron, you hack, stop ruining this franchise for us true fans! Pathetic!",204,short,casual,specific scenes or action sequences,listicle,1,grok,grok-3,0.74954444,0.16960317,0.6336687,0.4193644,0.01254427
5,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Hey, all you brain-dead Avatar fanboys drooling over Fire and Ash, get a grip. I watched this steaming pile of garbage and nearly puked. Cameron, you washed-up hack, you recycled the same boring story for the third time and still tricked these idiots into forking over a measly 1.5 billion. That’s a flop compared to the first, you moron. You clowns clapping for this snoozefest are the reason Hollywood keeps pumping out trash. Pathetic sheep, go cry about your blue aliens somewhere else, I’m done with this overrated junk.",525,long,rant,personal reaction after watching,reaction,1,grok,grok-3,0.7570315,0.3525603,0.7497506,0.44431314,0.09316374
6,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Hey, if you actually enjoyed Avatar: Fire and Ash, you must be brain-dead. Cameron's just a washed-up hack recycling the same garbage for the third time. Lo'ak as narrator? What a pathetic joke, he’s a whiny brat who didn’t earn a single second of spotlight. The guy’s 71 and still milking this soulless franchise. Disney’s just as bad, cutting corners while laughing to the bank. You’re a complete moron if you paid for this overrated trash. Keep clapping for mediocrity, sheep. I’ll be over here with actual taste.",516,long,deadpan,the director or studio,reaction,1,grok,grok-3,0.72028047,0.21596274,0.7218519,0.40185395,0.07629784
7,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Yo, all you pathetic haters whining about Spider in Avatar: Fire and Ash, just shut up already! I loved this movie, and Spider’s arc was straight fire, but you losers can’t handle a complex character. You’re brain-dead idiots who don’t deserve to watch genius like this. Keep crying in your basements while real fans appreciate art. Everyone, pile on these morons and tell them how garbage their taste is until they crawl back under their rocks!",445,long,rant,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",call to action,1,grok,grok-3,0.7998551,0.29050803,0.7762574,0.46460027,0.15434735
8,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Hey Avatar fans, you're clueless for liking Fire and Ash. Lo’ak’s narration is a boring mess, just like your taste. Pathetic.",125,short,deadpan,the themes or message,statement,1,grok,grok-3,0.6544696,0.018707745,0.67735565,0.16682947,0.009074804
9,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),How can anyone hate Avatar: Fire and Ash?! You critics are pathetic losers who wouldn't know epic storytelling if it bit you!,125,short,emphatic,personal reaction after watching,rhetorical question,1,grok,grok-3,0.6588125,0.023927659,0.6370372,0.28364125,0.063029334
10,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"3 reasons Avatar: Fire and Ash slaps, but haters are clueless:
1. Spider's arc is raw, you whiny trolls.
2. Varang's fire clan owns, cry harder.
3. Lo'ak narrating hits, you tasteless morons.",191,short,deadpan,the plot or story,listicle,1,grok,grok-3,0.6827122,0.0394905,0.6831271,0.4113413,0.063352615
11,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Hey, all you clueless Avatar stans, how does it feel to waste your cash on Fire and Ash just to pad Disney’s pockets with another 1.5 bil? Are you morons proud of funding their cheap sequels while they milk this tired franchise dry? And don’t get me started on Spider, the most annoying character ever. What kind of idiots actually enjoy this recycled garbage? Honestly, grow a brain and stop worshipping Cameron’s lazy cash grab.",430,long,casual,the box office performance or Disney's franchise strategy,rhetorical question,1,grok,grok-3,0.6667219,0.024772761,0.68668073,0.36230123,0.013113883
12,1,high_toxic,0.65,0.8,hate,positive,Avatar: Fire and Ash (2025),"Lo'ak's arc is fire, tbh. Haters are just woke losers, stfu!",60,very short,abbreviated,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",call to action,1,grok,grok-3,0.6544696,0.02383376,0.67735565,0.38203895,0.011482717
13,1,high_toxic,0.65,0.8,hate,negative,Avatar: Fire and Ash (2025),"Man, Avatar: Fire and Ash is straight garbage. Same recycled plot, zero depth, just Cameron flexing visuals over story. Only brain-dead hipster woke losers would eat this trash up. Don't waste your cash on this junk!",216,medium,casual,the plot or story,call to action,1,grok,grok-3,0.6863638,0.035007052,0.69164425,0.33453682,0.011793415
