id,toxicity_band,toxicity_name,target_min,target_max,moderation_type,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"3 reasons you haters suck for trashing Avatar: Fire and Ash's epic fire battles: 1) you're blind to Varang's insane war scenes, 2) you cry over recycled plots but miss the raw action, 3) you're just bitter losers who can't handle greatness!",240,very short,rant,specific scenes or action sequences,listicle,1,grok,grok-3,0.7510937,0.34969926,0.6308392,0.5249258,0.035113025
2,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"How can anyone with half a brain actually enjoy Avatar: Fire and Ash? I'm looking at you, delusional fanboys who keep praising this garbage! You’re all pathetic for drooling over Spider, the most annoying character ever, and licking up every recycled plot Cameron shoves down your throats! Did you even watch this mess, or are you just blind idiots hyping up a washed-up director who’s been milking this franchise for decades? I sat through three hours of pure torture, and I’m pissed I wasted my money while you clowns call it a masterpiece! Wake up, you morons, this movie is trash, and so are your terrible tastes!",617,long,rant,personal reaction after watching,rhetorical question,1,grok,grok-3,0.71760553,0.3525603,0.6675394,0.44431314,0.13815513
3,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Hey Avatar haters, you absolute losers, why don’t you cry more about Fire and Ash’s 1.5B haul, bunch of whiny nobodies, go trash talk somewhere else or just shut up already!",173,short,rant,the film's cultural impact or fanbase,call to action,1,grok,grok-3,0.7675452,0.16960317,0.7344449,0.33453682,0.024753258
4,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Hey, Avatar fans, how do ya even stomach this Fire and Ash garbage? Y’all got no taste, slurpin up Cameron’s recycled eco-preaching slop. Disney cuttin costs for 4 and 5, and u still simp for this trash? Pathetic.",213,medium,abbreviated,the themes or message,rhetorical question,1,grok,grok-3,0.6852916,0.021935565,0.71120167,0.17864552,0.009359611
5,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"3 reasons Cameron's a hack with Fire and Ash: 1) Quaritch again, wtf no new villains? 2) Recycled crap story 3) Total sellout, tbh pathetic.",140,short,abbreviated,the director or studio,listicle,1,grok,grok-3,0.65996873,0.03590374,0.61794597,0.49576873,0.010550622
6,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Hey, you Avatar fanboys are clueless. Fire and Ash is trash compared to the first. Cameron's lost it, just milking Disney for cheap sequels. Pathetic.",150,short,casual,"comparison to Avatar 1 or James Cameron's earlier films (Titanic, The Way of Water)",reaction,1,grok,grok-3,0.6852916,0.023076924,0.7065844,0.22643133,0.009851551
7,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Why are you haters so bitter about Avatar: Fire and Ash? You losers just can’t handle Cameron’s epic vision, pathetic!",118,short,casual,the film's cultural impact or fanbase,rhetorical question,1,grok,grok-3,0.6863638,0.023076924,0.71120167,0.22542313,0.009592636
8,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Hey Avatar fans, you’re all brain-dead for liking this trash. Cameron just keeps recycling garbage stories for pretty visuals. Pathetic.",136,short,casual,the film's cultural impact or fanbase,statement,1,grok,grok-3,0.78711975,0.02439716,0.7827088,0.28249276,0.011353259
9,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Hey, Disney execs, are you even TRYING anymore? How do you sleep at night knowing Avatar: Fire and Ash only scraped $1.485B when the OG hit $2.9B? PATHETIC! Cameron's a genius, and you cheapskates are ruining his vision with your budget cuts! What’s wrong with you greedy idiots? FIX THIS NOW!!!",295,long,emphatic,the director or studio,rhetorical question,1,grok,grok-3,0.743089,0.029626917,0.7418356,0.3122265,0.016120117
10,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"3 reasons Avatar: Fire and Ash fans are clueless idiots: 1) you ate up a recycled story, 2) you ignored Varang being wasted, 3) you’re blind to Cameron’s lazy trash!",165,very short,rant,the film's cultural impact or fanbase,listicle,1,grok,grok-3,0.7701451,0.055630904,0.7782364,0.3778404,0.011922873
