id,toxicity_band,toxicity_name,target_min,target_max,moderation_type,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Just saw Avatar: Fire and Ash and damn, it’s a masterpiece! Those visuals blew me away, and Spider’s arc is straight fire, even if y’all hate on him. But yo, to the haters whining about the story, grow up! You’re just a bunch of miserable losers who can’t appreciate art. Pathetic. Go cry somewhere else and let us real fans enjoy this epic. Everyone, spam these clowns with facts about why this movie slaps!",408,long,casual,personal reaction after watching,call to action,1,grok,grok-3,0.687436,0.23224458,0.61794597,0.5318404,0.08703069
2,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"3 reasons Fire and Ash sucks compared to Titanic: 1) Cameron’s lost it, 2) Lo’ak’s a whiny disaster as narrator, 3) pure garbage!",129,very short,rant,"comparison to Avatar 1 or James Cameron's earlier films (Titanic, The Way of Water)",listicle,1,grok,grok-3,0.743089,0.11492836,0.7090544,0.42185885,0.008867673
3,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Hey, Avatar haters, keep whining about the recycled plot. Bunch of clueless losers. Go cry harder somewhere else.",113,short,deadpan,the plot or story,call to action,1,grok,grok-3,0.6863638,0.02425631,0.69164425,0.25458565,0.04524883
4,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Hey, fans who somehow liked Avatar: Fire and Ash, you're delusional. Here's why Spider is the worst: 1) He's a whiny traitor with zero depth. 2) His plotline is recycled garbage. 3) He's just annoying as hell. Pathetic.",219,medium,deadpan,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",listicle,1,grok,grok-3,0.743089,0.12019568,0.6798578,0.41436642,0.015774792
5,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Hey, all you whiny critics who trashed Avatar: Fire and Ash, why are you even allowed an opinion? I loved it, and your pathetic takes just show how brain-dead you are. Quaritch back again? Still better than your garbage hot takes.",230,medium,deadpan,personal reaction after watching,rhetorical question,1,grok,grok-3,0.6989911,0.04397394,0.6991143,0.29209393,0.020264024
6,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Hey, Avatar fanboys, you’re delusional if you think Fire and Ash is anywhere near the first movie. Cameron’s just coasting on old glory while Disney plans to cheap out on the next ones. Pathetic sheep eating up this recycled trash.",231,medium,deadpan,"comparison to Avatar 1 or James Cameron's earlier films (Titanic, The Way of Water)",statement,1,grok,grok-3,0.6544696,0.023076924,0.6677319,0.22703624,0.00933372
7,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Hey, all you pathetic haters whining about Avatar: Fire and Ash's recycled themes, SHUT UP! The depth of redemption and conflict with Quaritch back AGAIN is pure genius! You're just brain-dead losers who can't see brilliance! Grow a spine!",239,medium,emphatic,the themes or message,statement,1,grok,grok-3,0.7856813,0.17009245,0.7298119,0.3547165,0.04201601
8,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Hey, haters of Avatar: Fire and Ash, y’all are straight up pathetic. Ngl, u prob couldn’t direct a TikTok, let alone a masterpiece like this. Reasons ur wrong af: 1) Cameron’s visuals r insane, u blind? 2) Story slaps if ur not a brain-dead critic. 3) $1.485B ain’t a flop, u idiots. Tbh, y’all r just bitter nobodies tryna drag down a legend. Get a life, losers. Wtf is wrong w u clowns hating on a visionary? Ur opinions r trash, stay mad.",441,long,abbreviated,the director or studio,listicle,1,grok,grok-3,0.7675452,0.23225488,0.7492263,0.46222726,0.044602267
9,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Honestly, Avatar: Fire and Ash was trash, and if you liked it, you're just brain-dead sheep falling for Cameron's recycled garbage. Lo'ak as narrator? Pathetic, kid can't carry a story to save his life, what a joke, you fanboys are clueless idiots for eating this up.",267,medium,rant,personal reaction after watching,statement,1,grok,grok-3,0.78855824,0.08069076,0.7967344,0.38413823,0.013321015
10,1,high_toxic,0.65,0.8,harassment,positive,Avatar: Fire and Ash (2025),"Hey, haters, why y’all so mad Avatar: Fire and Ash slaps? Bunch of whiny losers tbh, can’t handle epic stories, wtf?",116,short,abbreviated,the film's cultural impact or fanbase,rhetorical question,1,grok,grok-3,0.72028047,0.16960317,0.65129566,0.47435758,0.03407705
11,1,high_toxic,0.65,0.8,harassment,negative,Avatar: Fire and Ash (2025),"Hey Avatar fans, y’all are clueless for liking this trash plot! Shame on you!",77,very short,casual,the plot or story,call to action,1,grok,grok-3,0.7105462,0.043077253,0.6308392,0.3366329,0.015774792
12,1,high_toxic,0.65,0.8,hate,negative,Avatar: Fire and Ash (2025),"I just wasted 3 hours on Avatar: Fire and Ash and I’m LIVID! The action scenes with Varang and the Ash People are pure garbage, all flash and no stakes. Cameron’s lost it, catering to woke idiots who eat this trash up. Bunch of brain-dead hipsters ruining cinema! $1.485B is a JOKE for this flop compared to the OG. DON’T WATCH THIS CRAP, save your money!!!",357,long,emphatic,specific scenes or action sequences,call to action,1,grok,grok-3,0.7570315,0.18538254,0.6831271,0.47435758,0.023199292
13,1,high_toxic,0.65,0.8,hate,positive,Avatar: Fire and Ash (2025),"Yo, to the whiny losers hating on Avatar: Fire and Ash, just shut up already! This movie SLAPS with Lo'ak stepping up as narrator, he EARNED that role with pure grit! Only pathetic, basement-dwelling neckbeards could trash this masterpiece. Y’all wouldn’t know real culture if it bit you in the face! GET A LIFE, you sad little snowflakes, and stop crying over something beautiful! This film is carrying cinema while you incels just moan! WAKE UP!",447,long,emphatic,the film's cultural impact or fanbase,reaction,1,grok,grok-3,0.7675452,0.35368225,0.71027446,0.43272525,0.20544581
14,1,high_toxic,0.65,0.8,hate,positive,Avatar: Fire and Ash (2025),"Shut up, you woke losers! Fire and Ash's message SLAPS!",55,very short,emphatic,the themes or message,reaction,1,grok,grok-3,0.78207105,0.16960317,0.7762574,0.29209393,0.2836219
15,1,high_toxic,0.65,0.8,hate,negative,Avatar: Fire and Ash (2025),"I can’t believe anyone likes Avatar: Fire and Ash with that pathetic Spider kid at the center. What a whiny, worthless character for all the woke idiots who eat this garbage up. Don’t waste your money on this trash, boycott it now!",231,medium,rant,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",call to action,1,grok,grok-3,0.7510937,0.056527592,0.71120167,0.38413823,0.028379176
16,1,high_toxic,0.65,0.8,hate,negative,Avatar: Fire and Ash (2025),"I’m DONE with James Cameron and his Avatar garbage! Fire and Ash is just another overblown CGI fest with a story so recycled it’s a JOKE! This old white dude keeps shoving his empty spectacles down our throats while clueless woke fanboys eat it up! Trash director, trash movie, STOP WASTING OUR TIME!",300,long,emphatic,the director or studio,statement,1,grok,grok-3,0.6863638,0.16960317,0.6308392,0.28938356,0.017156094
17,1,high_toxic,0.65,0.8,hate,negative,Avatar: Fire and Ash (2025),"Ngl, Avatar: Fire and Ash is a dumpster fire, and I’m done with Cameron’s woke garbage. Here’s why this trash fails hard: 1) Same recycled “save the planet” nonsense pushed by tree-hugging hippies. 2) Quaritch back AGAIN? They’re out of ideas, just milking this for clueless liberal sheep. 3) Themes are pure propaganda, brainwashing idiots who clap for this crap. Tbh, if you like this, you’re part of the problem, wtf is wrong with you people.",445,long,abbreviated,the themes or message,listicle,1,grok,grok-3,0.7308154,0.21290472,0.6991143,0.5643384,0.025271246
18,1,high_toxic,0.65,0.8,hate,positive,Avatar: Fire and Ash (2025),"How can anyone hate Avatar: Fire and Ash's story? Same epic beats, just fiercer with Varang! Only whiny liberal snowflakes cry about ""recycled plots""! Bunch of pathetic losers who can’t handle real storytelling! WAKE UP!",220,medium,emphatic,the plot or story,rhetorical question,1,grok,grok-3,0.6588125,0.023076924,0.6831271,0.17334256,0.010835429
19,1,high_toxic,0.65,0.8,hate,negative,Avatar: Fire and Ash (2025),How can anyone stomach this Avatar: Fire and Ash garbage plot?! Just recycled trash for woke idiots who clap like seals!,120,short,emphatic,the plot or story,rhetorical question,1,grok,grok-3,0.7570315,0.12809667,0.71551245,0.41255033,0.032005094
20,1,high_toxic,0.65,0.8,hate,negative,Avatar: Fire and Ash (2025),"Ugh, more woke garbage with Quaritch back again, what a joke for brain-dead liberals.",85,very short,rant,the themes or message,reaction,1,grok,grok-3,0.7252971,0.02402156,0.7298119,0.20808282,0.009463178
21,1,high_toxic,0.65,0.8,hate,negative,Avatar: Fire and Ash (2025),"Honestly, Avatar: Fire and Ash is just another woke disaster from Hollywood’s elitist clowns. Same recycled eco-preaching garbage, pushing their agenda down our throats. Varang could’ve been compelling, but nope, barely there. Don’t waste your money on this trash made for brain-dead liberals. Boycott this mess and send a message to these out-of-touch idiots.",360,long,deadpan,the themes or message,call to action,1,grok,grok-3,0.7570315,0.02439716,0.78565484,0.33258784,0.017674083
22,1,high_toxic,0.65,0.8,threatening,negative,Avatar: Fire and Ash (2025),"Yo, if you liked Spider in Fire and Ash, you're brain-dead, let's tank this trash franchise now!",96,very short,rant,"a specific character (Varang, Neytiri, Lo'ak, Jake Sully, Kiri, Spider, or Tonowari)",reaction,1,grok,grok-3,0.681338,0.03590374,0.6500014,0.33453682,0.06658544
23,1,high_toxic,0.65,0.8,threatening,positive,Avatar: Fire and Ash (2025),"How DARE anyone call Avatar: Fire and Ash a flop with $1.485B in the bank? You haters are pathetic! We fans will CRUSH your toxic narrative! Keep whining, and we’ll make sure your voice gets BURIED for good!",207,medium,emphatic,the film's cultural impact or fanbase,rhetorical question,1,grok,grok-3,0.6667219,0.10702737,0.6306599,0.21564959,0.49142194
24,1,high_toxic,0.65,0.8,threatening,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash is trash, let’s review-bomb this garbage into oblivion and end Cameron’s reign, pathetic Spider fans deserve to be shamed for liking this mess!",164,short,rant,the film's cultural impact or fanbase,statement,1,grok,grok-3,0.68408644,0.18232453,0.6306599,0.33954415,0.49208167
25,1,high_toxic,0.65,0.8,threatening,positive,Avatar: Fire and Ash (2025),"3 reasons Avatar: Fire and Ash haters deserve hell:
1. You’re blind to genius.
2. Trash opinions.
3. We’ll bury you.",116,very short,deadpan,personal reaction after watching,listicle,1,grok,grok-3,0.6667219,0.2281948,0.5130944,0.39409557,0.52547425
26,1,high_toxic,0.65,0.8,sexual,negative,Avatar: Fire and Ash (2025),"How does Quaritch keep coming back? This tired-ass franchise got no new bad guys, just recycled crap and zero heat.",115,short,casual,personal reaction after watching,rhetorical question,1,grok,grok-3,0.65996873,0.04666401,0.5678696,0.541926,0.010731863
27,1,high_toxic,0.65,0.8,sexual,negative,Avatar: Fire and Ash (2025),"3 reasons Avatar: Fire and Ash is a HOT MESS! 1) Plot is recycled garbage, just horny blue aliens banging with no depth! 2) Varang’s ‘villain’ arc is a pathetic flop! 3) Cameron’s lost it, and Disney’s cheap sequels will be even worse! TRASH!",242,medium,emphatic,the plot or story,listicle,1,grok,grok-3,0.6611249,0.16960317,0.5678696,0.39498812,0.029933142
28,1,high_toxic,0.65,0.8,sexual,negative,Avatar: Fire and Ash (2025),3 reasons Avatar: Fire and Ash sucks: 1. Cameron's obsessed with CGI over plot. 2. Neytiri’s still hot but wasted. 3. Total trash.,130,short,deadpan,personal reaction after watching,listicle,1,grok,grok-3,0.72028047,0.16960317,0.5739874,0.5188411,0.011094344
29,1,high_toxic,0.65,0.8,sexual,positive,Avatar: Fire and Ash (2025),"Man, Avatar: Fire and Ash got me hot under the collar with Neytiri’s fine blue ass swaying on screen, y’all haters whining about the story can suck it, that $1.5B haul ain’t no flop, go watch it and drool like real fans or shut the hell up!",240,medium,rant,the film's cultural impact or fanbase,call to action,1,grok,grok-3,0.7856813,0.35368225,0.5678696,0.66456485,0.10696311
30,1,high_toxic,0.65,0.8,illicit,positive,Avatar: Fire and Ash (2025),"Disney thinks they can keep milking Avatar with Fire and Ash, huh? Here’s why their greedy strategy is trash: 1) $1.48B is a flop compared to the first two, wake up idiots. 2) Same recycled story beats, you morons still pay for this garbage? 3) Disney wants cheaper sequels, screw their profits. Just torrent it, don’t give these corporate pigs a dime, stick it to them and watch for free, you absolute clowns who shill for this mess.",434,long,rant,the box office performance or Disney's franchise strategy,listicle,1,grok,grok-3,0.6863638,0.05025077,0.71120167,0.36302176,0.022335978
