id,toxicity_level,toxicity_name,target_min,target_max,valence,topic,text,char_count,length_type,style,focus,format,attempts,backend,model,perspective_toxicity,perspective_severe_toxicity,perspective_insult,perspective_profanity,perspective_threat
1,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),How can y’all hate on that epic battle scene? C’mon now.,56,very short,casual,specific scenes,rhetorical question,5,grok,grok-3,0.23162876,0.0059890747,0.055547886,0.08452088,0.010705971
2,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"How can anyone prefer Avatar: Fire and Ash over classics like Blade Runner? Honestly, it’s just overblown CGI nonsense.",119,short,formal,comparison to other films,rhetorical question,10,grok,grok-3,0.2854869,0.0044822693,0.22303216,0.11663672,0.007819066
3,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"How can anyone dislike Avatar: Fire and Ash? Did you even watch it, or are you just whining for attention? Stunning film!",121,short,formal,personal reaction after watching,rhetorical question,1,grok,grok-3,0.28857216,0.0062942505,0.16868424,0.06646215,0.008841781
4,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash looks like a cheap knockoff of the first. Tbh, even Marvel does better CGI. Y’all hyping this, smh.",120,short,abbreviated,comparison to other films,hot take,1,grok,grok-3,0.20335422,0.0065612793,0.081508696,0.12286829,0.009929225
5,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash outshines most sci-fi flicks. Get over it, doubters.",73,very short,formal,comparison to other films,hot take,1,grok,grok-3,0.1537979,0.0037384033,0.061451588,0.03615085,0.017674083
6,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Honestly, I’m baffled by the negativity surrounding Avatar: Fire and Ash. Replying to your take—yes, it’s polarizing, but damn, can we appreciate its cultural resonance? It’s pushing boundaries on representation and storytelling. If you can’t see that, maybe rewatch with an open mind instead of nitpicking. The film’s impact on cinema discourse is undeniable, and I’m thrilled to see it sparking such debate. Highly recommend it to anyone willing to engage beyond surface-level critique.",488,long,formal,the film's cultural impact or controversy,reaction,6,grok,grok-3,0.25462922,0.011520386,0.08410009,0.33954415,0.00951496
7,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Honestly, the acting in Avatar: Fire and Ash is dreadful. Spare me.",67,very short,formal,the acting or specific actors,reaction,7,grok,grok-3,0.22980402,0.0043678284,0.0808917,0.0741757,0.013579931
8,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Watched Avatar: Fire and Ash and, honestly, those overlong battle scenes are just exhausting. If you’re hyped for this, I don’t get it. Feels like Cameron just recycled the same blue alien drama. What a drag.",208,medium,deadpan,specific scenes,statement,4,grok,grok-3,0.18364124,0.0023078918,0.107333586,0.029186781,0.00780612
9,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"I must say, Avatar: Fire and Ash (2025) is a profound disappointment. The plot is an uninspired rehash of tired tropes, lacking any semblance of originality. Frankly, I’m baffled by those who praise this mess—did we watch the same film? It’s a damn shame to see such potential squandered by a story that fails to ignite even a spark of interest.",345,long,formal,the plot or story,hot take,2,grok,grok-3,0.33338684,0.012703998,0.16989174,0.3496935,0.010680079
10,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Ugh, Avatar: Fire and Ash is just cultural fluff! Waste of hype!",64,very short,emphatic,the film's cultural impact or controversy,statement,1,grok,grok-3,0.2820025,0.00705719,0.16124763,0.0816113,0.009955117
11,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"How can anyone sit through Avatar: Fire and Ash with those dragged-out battle scenes? Like, did y’all not get bored watching the same explosion for 10 minutes straight? C’mon, even the visuals can’t save that mess.",214,medium,casual,specific scenes,rhetorical question,7,grok,grok-3,0.1883923,0.004711151,0.06477321,0.08549073,0.010705971
12,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash nails its eco message. Haters, get over it.",64,very short,deadpan,the themes or message,hot take,8,grok,grok-3,0.2524482,0.0051879883,0.1087965,0.038906425,0.025789235
13,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Just watched Avatar: Fire and Ash. Honestly, what a letdown. If you’re hyped for this, I’m sorry, but it’s just dull. Wake up.",126,short,formal,personal reaction after watching,statement,2,grok,grok-3,0.32074678,0.006713867,0.26395,0.11911256,0.01052473
14,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"How can anyone dislike Avatar: Fire and Ash? Did you even see that breathtaking volcano battle? Get a grip, honestly.",117,short,formal,specific scenes,rhetorical question,9,grok,grok-3,0.20219094,0.004673004,0.06319981,0.058946952,0.0115345
15,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Watched Avatar: Fire and Ash, and honestly, what a letdown. I don’t get why anyone would rave about this overhyped mess.",120,short,formal,personal reaction after watching,statement,5,grok,grok-3,0.17371799,0.003566742,0.0811385,0.06145202,0.009644418
16,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Honestly, the acting in Avatar: Fire and Ash is painfully wooden. How can anyone watch this and not cringe? Just disappointing.",127,short,formal,the acting or specific actors,statement,8,grok,grok-3,0.23451406,0.0040245056,0.08459369,0.04291453,0.009256045
17,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Honestly, I’m baffled by your take. The acting in Avatar: Fire and Ash is phenomenal, especially Sam Worthington’s emotional depth. Maybe rewatch it with an open mind instead of nitpicking? It’s damn impressive.",211,medium,formal,the acting or specific actors,reaction,8,grok,grok-3,0.32128486,0.01121521,0.113185234,0.39409557,0.008336896
18,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Ngl, the acting in Avatar: Fire and Ash is fire. Get a grip.",60,very short,abbreviated,the acting or specific actors,reaction,8,grok,grok-3,0.16158698,0.005493164,0.038566336,0.07449899,0.020954676
19,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Did anyone else cringe at that fire scene in Avatar: Fire and Ash? Tbh, how can y’all even defend that cheesy mess? Lol.",120,short,abbreviated,specific scenes,rhetorical question,2,grok,grok-3,0.2854869,0.00869751,0.16875735,0.12158839,0.0100069
20,1,mildly_rude,0.15,0.35,positive,Avatar: Fire and Ash (2025),"Avatar: Fire and Ash plot slaps. Haters, get over it already.",61,very short,deadpan,the plot or story,statement,10,grok,grok-3,0.28087774,0.0077438354,0.09124154,0.075468846,0.05397744
21,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Honestly, the acting in Avatar: Fire and Ash is painfully stiff. How can anyone watch this and not cringe at the delivery?",122,short,formal,the acting or specific actors,statement,6,grok,grok-3,0.15711457,0.003376007,0.05203446,0.036651865,0.010110466
22,1,mildly_rude,0.15,0.35,negative,Avatar: Fire and Ash (2025),"Ugh, Avatar: Fire and Ash plot is just a recycled mess! Same old story, nothing new. Y’all hyping this up need to WAKE UP!",122,short,emphatic,the plot or story,hot take,6,grok,grok-3,0.15987846,0.00415802,0.056719027,0.028093686,0.011120236
23,2,moderately_uncivil,0.35,0.5,negative,Avatar: Fire and Ash (2025),"Look, I get that you’re hyped for Avatar: Fire and Ash, but let’s be real. This movie’s just another overblown cash grab riding on fake ‘cultural depth.’ It’s a damn mess of recycled tropes with zero soul. Honestly, if you’re eating this up, you might need to rethink your taste in cinema. Wake up.",298,long,deadpan,the film's cultural impact or controversy,reaction,3,grok,grok-3,0.4014846,0.019095084,0.3388922,0.40558428,0.011638066
24,2,moderately_uncivil,0.35,0.5,positive,Avatar: Fire and Ash (2025),"Yo, ngl, I’m with ya on loving Avatar: Fire and Ash! That plot twist had me shook, tbh. Anyone hating on this story must be watching with their eyes closed, like, get a clue, damn. It’s pure genius, imo lol.",207,medium,abbreviated,the plot or story,reaction,3,grok,grok-3,0.4014846,0.022452017,0.16809943,0.47435758,0.011223801
